CNTRCT_ID,ENTTY_RIAD_CD,ENTTY_RL,INSTRMNT_ID,OBSRVD_AGNT_CD,DT_RFRNC
C_ACCRD_INTRST_INSTRMNT,EEAS_OA30,1,I_ACCRD_INTRST_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_41,EEAS_OA30,1,CINSTR_41,EEAS_OA30,2019-09-30
CCNTR_42,EEAS_OA30,1,CINSTR_42,EEAS_OA30,2019-09-30
CCNTR_43,EEAS_OA30,1,CINSTR_43,EEAS_OA30,2019-09-30
CCNTR_44,EEAS_OA30,1,CINSTR_44,EEAS_OA30,2019-09-30
C_CN0960b,EEAS_OA30,1,I_CN0960b,EEAS_OA30,2019-09-30
CCNTR_46,EEAS_OA30,1,CINSTR_46,EEAS_OA30,2019-09-30
CCNTR_47,EEAS_OA30,1,CINSTR_47,EEAS_OA30,2019-09-30
CCNTR_48,EEAS_OA30,1,CINSTR_48,EEAS_OA30,2019-09-30
CCNTR_48,EEAS_ENT05,1,CINSTR_48,EEAS_OA30,2019-09-30
CCNTR_48,EEAS_ENT07,1,CINSTR_48,EEAS_OA30,2019-09-30
CCNTR_49,EEAS_OA30,1,CINSTR_49,EEAS_OA30,2019-09-30
CCNTR_49,EEAS_ENT02,1,CINSTR_49,EEAS_OA30,2019-09-30
CCNTR_49,EEAS_ENT07,1,CINSTR_49,EEAS_OA30,2019-09-30
CCNTR_50,EEAS_OA30,1,CINSTR_50,EEAS_OA30,2019-09-30
CCNTR_51,DESPV092384,1,CINSTR_51,EEAS_OA30,2019-09-30
C_ACCMLTD_WRTFFS_INSTRMNT,EEAS_OA30,1,I_ACCMLTD_WRTFFS_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_53,EEAS_OA30,1,CINSTR_53,EEAS_OA30,2019-09-30
CCNTR_54,EEAS_OA30,1,CINSTR_54,EEAS_OA30,2019-09-30
C_CMLTV_RCVRS_SNC_DFLT_INSTRMNT,EEAS_OA30,1,I_CMLTV_RCVRS_SNC_DFLT_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_56,EEAS_OA30,1,CINSTR_56,EEAS_OA30,2019-09-30
C_ACCMLTD_IMPRMNT_INSTRMNT,EEAS_OA30,1,I_ACCMLTD_IMPRMNT_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_58,EEAS_OA30,1,CINSTR_58,EEAS_OA30,2019-09-30
CCNTR_59,EEAS_OA30,1,CINSTR_59,EEAS_OA30,2019-09-30
C_IG0020,EEAS_OA30,1,I_IG0020,EEAS_OA30,2019-09-30
C_IG0020,EEAS_ENT01,1,I_IG0020,EEAS_OA30,2019-09-30
C_DT_END_INTRST_ONLY,ITOA_TS_WR4A_CD0030,1,I_DT_END_INTRST_ONLY,EEAS_OA30,2019-09-30
C_DT_LGL_FNL_MTRTY,EEAS_OA30,1,I_DT_LGL_FNL_MTRTY,EEAS_OA30,2019-09-30
C_DT_LGL_FNL_MTRTY,EEAS_OA31,1,I_DT_LGL_FNL_MTRTY,EEAS_OA30,2019-09-30
C_IG0070,EEAS_OA30,1,I_IG0070,EEAS_OA30,2019-09-30
C_IG0070,ITTS_ENT_8,1,I_IG0070,EEAS_OA30,2019-09-30
C_CN0620,DESPV092384,1,I_CN0620,EEAS_OA30,2019-09-30
C_CN0620,EEAS_OA30,1,I_CN0620,EEAS_OA30,2019-09-30
CCNTR_65,EEAS_OA30,1,CINSTR_65,EEAS_OA30,2019-09-30
CCNTR_65,EEAS_ENT05,1,CINSTR_65,EEAS_OA30,2019-09-30
CCNTR_65,EEAS_ENT07,1,CINSTR_65,EEAS_OA30,2019-09-30
CCNTR_66,DESPV092384,1,CINSTR_66,EEAS_OA30,2019-09-30
CCNTR_66,EEAS_OA30,1,CINSTR_66,EEAS_OA30,2019-09-30
CCNTR_67,DESPV092384,1,CINSTR_67,EEAS_OA30,2019-09-30
CCNTR_67,EEAS_OA30,1,CINSTR_67,EEAS_OA30,2019-09-30
CCNTR_68,EEAS_OA30,1,CINSTR_68,EEAS_OA30,2019-09-30
C_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,1,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,2019-09-30
C_THRD_PRTY_PRRTY_CLMS,ITTS_ENT_6,1,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,2019-09-30
C_THRD_PRTY_PRRTY_CLMS,EEAS_ENT07,1,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,2019-09-30
C_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_ENT03,1,I_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2019-09-30
C_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_ENT02,1,I_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2019-09-30
C_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,1,I_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_71,EEAS_OA30,1,CINSTR_71,EEAS_OA30,2019-09-30
C_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_ENT03,1,I_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2019-09-30
C_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_ENT01,1,I_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2019-09-30
C_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,1,I_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2019-09-30
C_PRTCTN_ALLCTD_VL,EEAS_OA30,1,I_PRTCTN_ALLCTD_VL,EEAS_OA30,2019-09-30
CCNTR_74,EEAS_OA30,1,CINSTR_74,EEAS_OA30,2019-09-30
C_IG0040,EEAS_OA30,1,I_IG0040,EEAS_OA30,2019-09-30
C_CN0541,EEAS_ENT01,2,I_CN0541,EEAS_OA30,2019-09-30
C_CN0541a,EEAS_ENT01,2,I_CN0541a,EEAS_OA30,2019-09-30
C_DT_STTLMNT,EEAS_ENT02,2,I_DT_STTLMNT,EEAS_OA30,2019-09-30
C_CN0935,EEAS_ENT03,2,I_CN0935,EEAS_OA30,2019-09-30
C_CN0940,EEAS_ENT02,2,I_CN0940,EEAS_OA30,2019-09-30
C_DT_PRFRMNG_STTS,EEAS_ENT04,2,I_DT_PRFRMNG_STTS,EEAS_OA30,2019-09-30
C_H_CRRYNG_AMNT_INSTRMNT,EEAS_ENT05,2,I_H_CRRYNG_AMNT_INSTRMNT,EEAS_OA30,2019-09-30
C_L_CRRYNG_AMNT_INSTRMNT,EEAS_ENT06,2,I_L_CRRYNG_AMNT_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_16,EEAS_ENT06,2,CINSTR_16,EEAS_OA30,2019-09-30
CCNTR_17,EEAS_ENT05,2,CINSTR_17,EEAS_OA30,2019-09-30
CCNTR_18,EEAS_ENT05,2,CINSTR_18,EEAS_OA30,2019-09-30
CCNTR_19,EEAS_ENT06,2,CINSTR_19,EEAS_OA30,2019-09-30
C_ANNLSD_AGRD_RT,EEAS_ENT07,2,I_ANNLSD_AGRD_RT,EEAS_OA30,2019-09-30
C_ARRRS_INSTRMNT,EEAS_ENT07,2,I_ARRRS_INSTRMNT,EEAS_OA30,2019-09-30
C_PRVSNS_OFF_BLNC_SHT_INSTRMNT,EEAS_ENT07,2,I_PRVSNS_OFF_BLNC_SHT_INSTRMNT,EEAS_OA30,2019-09-30
C_DT_FRBRNC_STTS,EEAS_ENT07,2,I_DT_FRBRNC_STTS,EEAS_OA30,2019-09-30
C_IG0010,FR307615757,2,I_IG0010,EEAS_OA30,2019-09-30
C_IG0011,LT301694694,2,I_IG0011,EEAS_OA30,2019-09-30
C_IG0012,LV40003817773,2,I_IG0012,EEAS_OA30,2019-09-30
C_IG0090,ESB66706714,2,I_IG0090,EEAS_OA30,2019-09-30
C_IG0190a,EEAS_ENT07,2,I_IG0190a,EEAS_OA30,2019-09-30
C_IG0190b,EEAS_ENT07,2,I_IG0190b,EEAS_OA30,2019-09-30
C_CY0110,LUKEUFBDHF3988,2,I_CY0110,EEAS_OA30,2019-09-30
C_IG0010b,LV40003229974,2,I_IG0010b,EEAS_OA30,2019-09-30
C_IG0011b,AT0000073932459,2,I_IG0011b,EEAS_OA30,2019-09-30
C_IG0012b,FR433378981,2,I_IG0012b,EEAS_OA30,2019-09-30
CCNTR_34,EEAS_ENT07,2,CINSTR_34,EEAS_OA30,2019-09-30
CCNTR_35,EEAS_ENT07,2,CINSTR_35,EEAS_OA30,2019-09-30
C_CN0945,ITTS_ENT_61,2,I_CN0945,EEAS_OA30,2019-09-30
C_CN0950,ITTS_ENT_61,2,I_CN0950,EEAS_OA30,2019-09-30
C_CN0960a,ITTS_ENT_61,2,I_CN0960a,EEAS_OA30,2019-09-30
C_DT_NXT_INTRST_RT_RST,ITTS_ENT_61,2,I_DT_NXT_INTRST_RT_RST,EEAS_OA30,2019-09-30
C_ACCRD_INTRST_INSTRMNT,ITTS_ENT_61,2,I_ACCRD_INTRST_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_41,ITTS_ENT_61,2,CINSTR_41,EEAS_OA30,2019-09-30
CCNTR_42,ITTS_ENT_61,2,CINSTR_42,EEAS_OA30,2019-09-30
CCNTR_43,ITTS_ENT_61,2,CINSTR_43,EEAS_OA30,2019-09-30
CCNTR_44,ITTS_ENT_61,2,CINSTR_44,EEAS_OA30,2019-09-30
C_CN0960b,DEB432O,2,I_CN0960b,EEAS_OA30,2019-09-30
C_CN0960b,DEBL1T9,2,I_CN0960b,EEAS_OA30,2019-09-30
CCNTR_46,DEB432O,2,CINSTR_46,EEAS_OA30,2019-09-30
CCNTR_46,DEBL1T9,2,CINSTR_46,EEAS_OA30,2019-09-30
CCNTR_47,DEB432O,2,CINSTR_47,EEAS_OA30,2019-09-30
CCNTR_47,DEBL1T9,2,CINSTR_47,EEAS_OA30,2019-09-30
CCNTR_48,ITTS_ENT_61,2,CINSTR_48,EEAS_OA30,2019-09-30
CCNTR_49,ITTS_ENT_61,2,CINSTR_49,EEAS_OA30,2019-09-30
CCNTR_50,EEAS_ENT02,2,CINSTR_50,EEAS_OA30,2019-09-30
CCNTR_51,DEB5DXO,2,CINSTR_51,EEAS_OA30,2019-09-30
C_ACCMLTD_WRTFFS_INSTRMNT,ITTS_ENT_63 ,2,I_ACCMLTD_WRTFFS_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_53,EEAS_ENT04,2,CINSTR_53,EEAS_OA30,2019-09-30
CCNTR_54,EEAS_ENT04,2,CINSTR_54,EEAS_OA30,2019-09-30
C_CMLTV_RCVRS_SNC_DFLT_INSTRMNT,ITTS_ENT_63 ,2,I_CMLTV_RCVRS_SNC_DFLT_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_56,EEAS_ENT04,2,CINSTR_56,EEAS_OA30,2019-09-30
C_ACCMLTD_IMPRMNT_INSTRMNT,DEB432O,2,I_ACCMLTD_IMPRMNT_INSTRMNT,EEAS_OA30,2019-09-30
C_ACCMLTD_IMPRMNT_INSTRMNT,DEBL1T9,2,I_ACCMLTD_IMPRMNT_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_58,DEB432O,2,CINSTR_58,EEAS_OA30,2019-09-30
CCNTR_58,DEBL1T9,2,CINSTR_58,EEAS_OA30,2019-09-30
CCNTR_59,DEB432O,2,CINSTR_59,EEAS_OA30,2019-09-30
CCNTR_59,DEBL1T9,2,CINSTR_59,EEAS_OA30,2019-09-30
C_IG0020,PL08682,2,I_IG0020,EEAS_OA30,2019-09-30
C_IG0020,ITTS_ENT_7,2,I_IG0020,EEAS_OA30,2019-09-30
C_DT_END_INTRST_ONLY,EEE_DT_DFLT_STTS_ENTTY,2,I_DT_END_INTRST_ONLY,EEAS_OA30,2019-09-30
C_DT_LGL_FNL_MTRTY,ITTS_ENT_6,2,I_DT_LGL_FNL_MTRTY,EEAS_OA30,2019-09-30
C_DT_LGL_FNL_MTRTY,ITTS_ENT_7,2,I_DT_LGL_FNL_MTRTY,EEAS_OA30,2019-09-30
C_IG0070,ITTS_ENT_6,2,I_IG0070,EEAS_OA30,2019-09-30
C_IG0070,ITTS_ENT_7,2,I_IG0070,EEAS_OA30,2019-09-30
C_CN0620,DEB5DXO,2,I_CN0620,EEAS_OA30,2019-09-30
CCNTR_65,ITTS_ENT_61,2,CINSTR_65,EEAS_OA30,2019-09-30
CCNTR_66,DEBL1T9,2,CINSTR_66,EEAS_OA30,2019-09-30
CCNTR_66,DEB432O,2,CINSTR_66,EEAS_OA30,2019-09-30
CCNTR_66,DEB5DXO,2,CINSTR_66,EEAS_OA30,2019-09-30
CCNTR_67,DEB5DXO,2,CINSTR_67,EEAS_OA30,2019-09-30
CCNTR_67,DEBL1T9,2,CINSTR_67,EEAS_OA30,2019-09-30
CCNTR_67,DEB432O,2,CINSTR_67,EEAS_OA30,2019-09-30
CCNTR_68,DEB432O,2,CINSTR_68,EEAS_OA30,2019-09-30
CCNTR_68,DEBL1T9,2,CINSTR_68,EEAS_OA30,2019-09-30
C_THRD_PRTY_PRRTY_CLMS,ITTS_ENT_61,2,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,2019-09-30
C_THRD_PRTY_PRRTY_CLMS,EEAS_ENT01,2,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,2019-09-30
C_THRD_PRTY_PRRTY_CLMS,EEAS_ENT02,2,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,2019-09-30
C_THRD_PRTY_PRRTY_CLMS,EEAS_ENT03,2,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,2019-09-30
C_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEE_DT_DFLT_STTS_ENTTY,2,I_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_71,EEAS_ENT02,2,CINSTR_71,EEAS_OA30,2019-09-30
C_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_ENT02,2,I_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2019-09-30
C_PRTCTN_ALLCTD_VL,EEAS_ENT03,2,I_PRTCTN_ALLCTD_VL,EEAS_OA30,2019-09-30
C_PRTCTN_ALLCTD_VL,EEAS_ENT06,2,I_PRTCTN_ALLCTD_VL,EEAS_OA30,2019-09-30
CCNTR_74,EEAS_ENT03,2,CINSTR_74,EEAS_OA30,2019-09-30
CCNTR_74,EEAS_ENT06,2,CINSTR_74,EEAS_OA30,2019-09-30
C_IG0040,DEAKENT,2,I_IG0040,EEAS_OA30,2019-09-30
C_CN0541,EEAS_OA30,7,I_CN0541,EEAS_OA30,2019-09-30
C_CN0541a,EEAS_OA30,7,I_CN0541a,EEAS_OA30,2019-09-30
C_DT_STTLMNT,EEAS_OA30,7,I_DT_STTLMNT,EEAS_OA30,2019-09-30
C_CN0935,EEAS_OA30,7,I_CN0935,EEAS_OA30,2019-09-30
C_CN0940,EEAS_OA30,7,I_CN0940,EEAS_OA30,2019-09-30
C_DT_PRFRMNG_STTS,EEAS_OA30,7,I_DT_PRFRMNG_STTS,EEAS_OA30,2019-09-30
C_H_CRRYNG_AMNT_INSTRMNT,EEAS_OA30,7,I_H_CRRYNG_AMNT_INSTRMNT,EEAS_OA30,2019-09-30
C_L_CRRYNG_AMNT_INSTRMNT,EEAS_OA30,7,I_L_CRRYNG_AMNT_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_16,EEAS_OA30,7,CINSTR_16,EEAS_OA30,2019-09-30
CCNTR_17,EEAS_OA30,7,CINSTR_17,EEAS_OA30,2019-09-30
CCNTR_18,EEAS_OA30,7,CINSTR_18,EEAS_OA30,2019-09-30
CCNTR_19,EEAS_OA30,7,CINSTR_19,EEAS_OA30,2019-09-30
C_ANNLSD_AGRD_RT,EEAS_OA30,7,I_ANNLSD_AGRD_RT,EEAS_OA30,2019-09-30
C_ARRRS_INSTRMNT,EEAS_OA30,7,I_ARRRS_INSTRMNT,EEAS_OA30,2019-09-30
C_PRVSNS_OFF_BLNC_SHT_INSTRMNT,EEAS_OA30,7,I_PRVSNS_OFF_BLNC_SHT_INSTRMNT,EEAS_OA30,2019-09-30
C_DT_FRBRNC_STTS,EEAS_OA30,7,I_DT_FRBRNC_STTS,EEAS_OA30,2019-09-30
C_IG0010,EEAS_OA30,7,I_IG0010,EEAS_OA30,2019-09-30
C_IG0011,EEAS_OA30,7,I_IG0011,EEAS_OA30,2019-09-30
C_IG0012,EEAS_OA30,7,I_IG0012,EEAS_OA30,2019-09-30
C_IG0090,EEAS_OA30,7,I_IG0090,EEAS_OA30,2019-09-30
C_IG0190a,EEAS_OA30,7,I_IG0190a,EEAS_OA30,2019-09-30
C_IG0190b,EEAS_OA30,7,I_IG0190b,EEAS_OA30,2019-09-30
C_CY0110,EEAS_OA30,7,I_CY0110,EEAS_OA30,2019-09-30
C_IG0010b,EEAS_OA30,7,I_IG0010b,EEAS_OA30,2019-09-30
C_IG0011b,EEAS_OA30,7,I_IG0011b,EEAS_OA30,2019-09-30
C_IG0012b,EEAS_OA30,7,I_IG0012b,EEAS_OA30,2019-09-30
CCNTR_34,EEAS_OA30,7,CINSTR_34,EEAS_OA30,2019-09-30
CCNTR_35,EEAS_OA30,7,CINSTR_35,EEAS_OA30,2019-09-30
C_CN0945,EEAS_OA30,7,I_CN0945,EEAS_OA30,2019-09-30
C_CN0950,EEAS_OA30,7,I_CN0950,EEAS_OA30,2019-09-30
C_CN0960a,EEAS_OA30,7,I_CN0960a,EEAS_OA30,2019-09-30
C_DT_NXT_INTRST_RT_RST,EEAS_OA30,7,I_DT_NXT_INTRST_RT_RST,EEAS_OA30,2019-09-30
C_ACCRD_INTRST_INSTRMNT,EEAS_OA30,7,I_ACCRD_INTRST_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_41,EEAS_OA30,7,CINSTR_41,EEAS_OA30,2019-09-30
CCNTR_42,EEAS_OA30,7,CINSTR_42,EEAS_OA30,2019-09-30
CCNTR_43,EEAS_OA30,7,CINSTR_43,EEAS_OA30,2019-09-30
CCNTR_44,EEAS_OA30,7,CINSTR_44,EEAS_OA30,2019-09-30
C_CN0960b,EEAS_OA30,7,I_CN0960b,EEAS_OA30,2019-09-30
CCNTR_46,EEAS_OA30,7,CINSTR_46,EEAS_OA30,2019-09-30
CCNTR_47,EEAS_OA30,7,CINSTR_47,EEAS_OA30,2019-09-30
CCNTR_48,EEAS_OA30,7,CINSTR_48,EEAS_OA30,2019-09-30
CCNTR_49,EEAS_OA30,7,CINSTR_49,EEAS_OA30,2019-09-30
CCNTR_50,EEAS_OA30,7,CINSTR_50,EEAS_OA30,2019-09-30
CCNTR_50,EEAS_ENT04,7,CINSTR_50,EEAS_OA30,2019-09-30
CCNTR_51,EEAS_OA30,7,CINSTR_51,EEAS_OA30,2019-09-30
C_ACCMLTD_WRTFFS_INSTRMNT,EEAS_OA30,7,I_ACCMLTD_WRTFFS_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_53,EEAS_OA30,7,CINSTR_53,EEAS_OA30,2019-09-30
CCNTR_54,EEAS_OA30,7,CINSTR_54,EEAS_OA30,2019-09-30
C_CMLTV_RCVRS_SNC_DFLT_INSTRMNT,EEAS_OA30,7,I_CMLTV_RCVRS_SNC_DFLT_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_56,EEAS_OA30,7,CINSTR_56,EEAS_OA30,2019-09-30
C_ACCMLTD_IMPRMNT_INSTRMNT,EEAS_OA30,7,I_ACCMLTD_IMPRMNT_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_58,EEAS_OA30,7,CINSTR_58,EEAS_OA30,2019-09-30
CCNTR_59,EEAS_OA30,7,CINSTR_59,EEAS_OA30,2019-09-30
C_IG0020,EEAS_OA30,7,I_IG0020,EEAS_OA30,2019-09-30
C_DT_END_INTRST_ONLY,EEAS_OA30,7,I_DT_END_INTRST_ONLY,EEAS_OA30,2019-09-30
C_DT_LGL_FNL_MTRTY,EEAS_OA30,7,I_DT_LGL_FNL_MTRTY,EEAS_OA30,2019-09-30
C_IG0070,EEAS_OA30,7,I_IG0070,EEAS_OA30,2019-09-30
C_CN0620,EEAS_OA30,7,I_CN0620,EEAS_OA30,2019-09-30
CCNTR_65,EEAS_OA30,7,CINSTR_65,EEAS_OA30,2019-09-30
CCNTR_66,EEAS_OA30,7,CINSTR_66,EEAS_OA30,2019-09-30
CCNTR_67,EEAS_OA30,7,CINSTR_67,EEAS_OA30,2019-09-30
CCNTR_67,EEAS_OA32,7,CINSTR_67,EEAS_OA30,2019-09-30
CCNTR_68,EEAS_OA30,7,CINSTR_68,EEAS_OA30,2019-09-30
C_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,7,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,2019-09-30
C_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,7,I_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2019-09-30
CCNTR_71,EEAS_OA30,7,CINSTR_71,EEAS_OA30,2019-09-30
CCNTR_71,EEAS_ENT04,7,CINSTR_71,EEAS_OA30,2019-09-30
C_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,7,I_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2019-09-30
C_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_ENT04,7,I_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2019-09-30
C_PRTCTN_ALLCTD_VL,EEAS_OA30,7,I_PRTCTN_ALLCTD_VL,EEAS_OA30,2019-09-30
CCNTR_74,EEAS_OA30,7,CINSTR_74,EEAS_OA30,2019-09-30
C_IG0040,EEAS_OA30,7,I_IG0040,EEAS_OA30,2019-09-30
CCNTR_51,EEAS_OA30,3,CINSTR_51,EEAS_OA30,2019-09-30
CCNTR_66,EEAS_OA30,3,CINSTR_66,EEAS_OA30,2019-09-30
CCNTR_67,EEAS_OA30,3,CINSTR_67,EEAS_OA30,2019-09-30
CCNTR_67,EEAS_OA31,3,CINSTR_67,EEAS_OA30,2019-09-30
