CNTRCT_ID,DT_RFRNC,DBTR_ID,INSTRMNT_ID,OBSRVD_AGNT_CD,CRDTR_ID,ACCNTNG_CLSSFCTN,ANNLSD_AGRD_RT,CRRNCY_DNMNTN,DT_END_INTRST_ONLY,DT_FRBRNC_STTS,DT_INCPTN,DT_LGL_FNL_MTRTY,DT_NXT_INTRST_RT_RST,DT_PRFRMNG_STTS,DT_PST_D,DT_STTLMNT,FDCRY,FRBRNC_STTS,IMPRMNT_ASSSSMNT_MTHD,IMPRMNT_STTS,INTRST_RT_CP,INTRST_RT_FLR,INTRST_RT_RST_FRQNCY,INTRST_RT_SPRD,JNT_LBLTY_AMNT,PRDNTL_PRTFL,PRFRMNG_STTS,PRJCT_FNNC_LN,PRPS,PYMNT_FRQNCY,RCGNTN_STTS,RCRS,RFRNC_RT,RPYMNT_RGHTS,SBRDNTD_DBT,SRC_ENCMBRNC,SYNDCTD_CNTRCT_ID,TRNSFRRD_AMNT_INSTRMNT,TYP_AMRTSTN,TYP_INSTRMNT,TYP_INTRST_RT,TYP_SCRTSTN,SRVCR_ID,SHR_ONA_DBTR_CV,SHR_ONA_DBTR_DV,NMBR_DBTR,OTSTNDNG_NMNL_AMNT_INSTRMNT,SHR_ONA_CRDTR,OTSTNDNG_NMNL_AMNT_CV,OFF_BLNC_SHT_AMNT_CV,CMMTMNT_INCPTN_CV,ARRRS_CV,ACCRD_INTRST_CV,ACCMLTD_WRTFFS_CV,ACCMLTD_IMPRMNT_CV,CHNGS_FV_CR_BFR_PRCHS_CV,ACCMLTD_CHNGS_FV_CR_CV,CMLTV_RCVRS_SNC_DFLT_CV,CRRYNG_AMNT_CV,PRTCTN_ALLCTD_VL_INST_CV,PRVSNS_OFF_BLNC_SHT_CV,THRD_PRTY_PRRTY_CLMS_INST_CV,OTSTNDNG_NMNL_AMNT_DV,OFF_BLNC_SHT_AMNT_DV,CMMTMNT_INCPTN_DV,ARRRS_DV,ACCRD_INTRST_DV,ACCMLTD_WRTFFS_DV,ACCMLTD_IMPRMNT_DV,CHNGS_FV_CR_BFR_PRCHS_DV,ACCMLTD_CHNGS_FV_CR_DV,CMLTV_RCVRS_SNC_DFLT_DV,CRRYNG_AMNT_DV,PRTCTN_ALLCTD_VL_INST_DV,PRVSNS_OFF_BLNC_SHT_DV,THRD_PRTY_PRRTY_CLMS_INST_DV,CTV_INSTRMNT,LTV_INSTRMNT,LTV_CRDTR,DFLT_STTS_INSTRMNT,DT_DFLT_STTS_INSTRMNT,DFLT_STTS_DBTR,DT_DFLT_STTS_DBTR,PD_DBTR,NXT_INTRST_RT_RST_DYS,ORGNL_MTRTY,RSDL_MTRTY,PST_D_DYS,NMBR_CRDTR,NMBR_ORGNTR,NMBR_SRVCR,NMBR_PRTCTN,IS_INTRCMPNY,IS_SCRD,ORGNTR_ID,TYP_JNT_LBLTY,OTSTNDNG_NMNL_AMNT_INTRVL_CV,OTSTNDNG_NMNL_AMNT_INTRVL_DV,NXT_INTRST_RT_RST_INTRVL,ORGNL_MTRTY_INTRVL,RSDL_MTRTY_INTRVL,ANNLSD_AGRD_RT_W_ONA_CV,CTV_INSTRMNT_W_ONA_CV,CV_SHR_ONA_DBTR_W_ONA_CV,SHR_ONA_DBTR_DV_W_ONA_CV,INTRST_RT_CP_W_ONA_CV,INTRST_RT_FLR_W_ONA_CV,INTRST_RT_SPRD_W_ONA_CV,LTV_CRDTR_W_ONA_CV,LTV_INSTRMNT_W_ONA_CV,NMBR_CRDTR_W_ONA_CV,NMBR_DBTR_W_ONA_CV,NMBR_ORGNTR_W_ONA_CV,NMBR_PRTCTN_W_ONA_CV,NMBR_SRVCR_W_ONA_CV,NXT_INTRST_RT_RST_DYS_W_ONA_CV,ORGNL_MTRTY_W_ONA_CV,PD_DBTR_W_ONA_CV,PST_D_DYS_W_ONA_CV,RSDL_MTRTY_W_ONA_CV,SHR_ONA_CRDTR_W_ONA_CV
2D_ONA_null,2019-06-30,AL0ECBM00067,JLA_null_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
2D_ONA_null,2019-06-30,EEAS_OA25,JLA_null_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
2D_ONA_0,2019-06-30,AL0ECBM00067,JLA_null_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,1.0,1.0,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
2D_ONA_0,2019-06-30,EEAS_OA25,JLA_null_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,1.0,1.0,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
2D_ONA_OK,2019-06-30,AL0ECBM00067,JLA_null_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,1.0,1.0,1,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
2D_ONA_OK,2019-06-30,EEAS_OA25,JLA_null_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,1.0,1.0,1,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
2D_ONA_null,2019-06-30,AL0ECBM00067,JLA_0_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
2D_ONA_null,2019-06-30,EEAS_OA25,JLA_0_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
2D_ONA_0,2019-06-30,AL0ECBM00067,JLA_0_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
2D_ONA_0,2019-06-30,EEAS_OA25,JLA_0_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
2D_ONA_OK,2019-06-30,AL0ECBM00067,JLA_0_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
2D_ONA_OK,2019-06-30,EEAS_OA25,JLA_0_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_OK,2019-06-30,AL0ECBM00067,JLA_smaller_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_OK,2019-06-30,EEAS_OA25,JLA_smaller_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_OK,2019-06-30,AL0ECBM00067,JLA_equal_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_OK,2019-06-30,EEAS_OA25,JLA_equal_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_OK,2019-06-30,AL0ECBM00067,JLA_greater_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_OK,2019-06-30,EEAS_OA25,JLA_greater_1,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_null,2019-06-30,AL0ECBM00067,JLA_null_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_null,2019-06-30,EEAS_OA25,JLA_null_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_0,2019-06-30,AL0ECBM00067,JLA_null_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_0,2019-06-30,EEAS_OA25,JLA_null_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_OK,2019-06-30,AL0ECBM00067,JLA_null_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,0,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_OK,2019-06-30,EEAS_OA25,JLA_null_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,0,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_null,2019-06-30,AL0ECBM00067,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_null,2019-06-30,EEAS_OA25,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_0,2019-06-30,AL0ECBM00067,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_0,2019-06-30,EEAS_OA25,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_OK,2019-06-30,AL0ECBM00067,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
3D_ONA_OK,2019-06-30,EEAS_OA25,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,,,,2,1000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,731.0,,1,0,0.0,0.0,,,,,1,1,71,36,29,,,,,,,,,,,,,,,,,,,,
