CNTRCT_ID,DT_RFRNC,ENTTY_RIAD_CD,INSTRMNT_ID,OBSRVD_AGNT_CD,DFLT_STTS_INSTRMNT,NEVS_DFLT_STTS_INSTRMNT,DT_DFLT_STTS_INSTRMNT,NEVS_DT_DFLT_STTS_INSTRMNT,DFLT_STTS,DT_DFLT_STTS,NEVS_DFLT_STTS,NEVS_DT_DFLT_STTS,NEVS_PD,PD,ACCNTNG_FRMWRK_SL,ANCRDT_DRGTN_QRTR_CR_OA,ANNL_TRNVR,BLNC_SHT_TTL,CNTRY,CTY,DT_BRTH,DT_ENTRPRS_SZ,DT_INTTN_LGL_PRCDNGS,ECNMC_ACTVTY,ENTRPRS_SZ,HD_OFFC_UNDRT_CD,HD_OFFC_UNDRT_CNTRY,IMMDT_PRNT_UNDRT_CD,INSTTTNL_SCTR,INSTTTNL_SCTR_DTL,LEI,LGL_FRM,LGL_PRCDNG_STTS,NMBR_EMPLYS,NM_ENTTY,PSTL_CD,SSMSIGNIFICANCE,STRT,TRRTRL_UNT,ULTMT_PRNT_UNDRT_CD
C_CN0825_ER1,2017-03-31,ITTS_ENT_40,I_CN0825_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0831_ER1,2017-03-31,ITTS_ENT_40,I_CN0831_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0835_ER1,2017-03-31,ITTS_ENT_40,I_CN0835_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0836_ER1,2017-03-31,ITTS_ENT_40,I_CN0836_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0836_OK1,2017-03-31,ITTS_ENT_40,I_CN0836_OK1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0845_ER2,2017-03-31,ITTS_ENT_40,I_CN0845_ER2,EEAS_OA26,20,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0847_ER1,2017-03-31,ITTS_ENT_40,I_CN0847_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0852_ER1,2017-03-31,ITTS_ENT_40,I_CN0852_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0865_ER1,2017-03-31,ITTS_ENT_40,I_CN0865_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0868_ER1,2017-03-31,ITTS_ENT_40,I_CN0868_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0875_ER1,2017-03-31,ITTS_ENT_40,I_CN0875_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0876_ER1,2017-03-31,ITTS_ENT_40,I_CN0876_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0901_ER1,2017-03-31,ITTS_ENT_40,I_CN0901_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0913_ER1,2017-03-31,ITTS_ENT_40,I_CN0913_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0913_ER2,2017-03-31,ITTS_ENT_40,I_CN0913_ER2,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0914_ER1,2017-03-31,ITTS_ENT_40,I_CN0914_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0290_ER1,2017-03-31,ITTS_ENT_40,I_CN0290_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0290_ER2,2017-03-31,ITTS_ENT_40,I_CN0290_ER2,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0290_OK1,2017-03-31,ITTS_ENT_40,I_CN0290_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0661_ER1,2017-03-31,ITTS_ENT_40,I_CN0661_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0661_OK1,2017-03-31,ITTS_ENT_40,I_CN0661_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0802_ER1,2017-03-31,ITTS_ENT_40,I_CN0802_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0802_OK1,2017-03-31,ITTS_ENT_40,I_CN0802_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0804_ER1,2017-03-31,ITTS_ENT_40,I_CN0804_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0804_OK1,2017-03-31,ITTS_ENT_40,I_CN0804_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0805_ER1,2017-03-31,ITTS_ENT_40,I_CN0805_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0805_ER2,2017-03-31,ITTS_ENT_40,I_CN0805_ER2,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0805_OK1,2017-03-31,ITTS_ENT_40,I_CN0805_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0806_ER1,2017-03-31,ITTS_ENT_40,I_CN0806_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0806_ER2,2017-03-31,ITTS_ENT_40,I_CN0806_ER2,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0806_OK1,2017-03-31,ITTS_ENT_40,I_CN0806_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0807_ER1,2017-03-31,ITTS_ENT_40,I_CN0807_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0807_ER2,2017-03-31,ITTS_ENT_40,I_CN0807_ER2,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0807_OK1,2017-03-31,ITTS_ENT_40,I_CN0807_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0808_ER1,2017-03-31,ITTS_ENT_40,I_CN0808_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0808_OK1,2017-03-31,ITTS_ENT_40,I_CN0808_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0808_OK2,2017-03-31,ITTS_ENT_40,I_CN0808_OK2,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0808_OK3,2017-03-31,ITTS_ENT_40,I_CN0808_OK3,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0809_ER1,2017-03-31,ITTS_ENT_40,I_CN0809_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0809_ER2,2017-03-31,ITTS_ENT_40,I_CN0809_ER2,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0809_OK1,2017-03-31,ITTS_ENT_40,I_CN0809_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0810_ER1,2017-03-31,ITTS_ENT_40,I_CN0810_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0810_OK1,2017-03-31,ITTS_ENT_40,I_CN0810_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0811_ER1,2017-03-31,ITTS_ENT_40,I_CN0811_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0811_OK1,2017-03-31,ITTS_ENT_40,I_CN0811_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0812_ER1,2017-03-31,ITTS_ENT_40,I_CN0812_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0812_OK1,2017-03-31,ITTS_ENT_40,I_CN0812_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0813_ER1,2017-03-31,ITTS_ENT_40,I_CN0813_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0813_ER2,2017-03-31,ITTS_ENT_40,I_CN0813_ER2,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0813_OK1,2017-03-31,ITTS_ENT_40,I_CN0813_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0520_OK2,2017-03-31,ITTS_ENT_40,I_CN0520_OK2,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0520_ER1,2017-03-31,ITTS_ENT_40,I_CN0520_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0520_OK1,2017-03-31,ITTS_ENT_40,I_CN0520_OK1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0530_OK2,2017-03-31,ITTS_ENT_40,I_CN0530_OK2,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0530_ER1,2017-03-31,ITTS_ENT_40,I_CN0530_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0530_OK1,2017-03-31,ITTS_ENT_40,I_CN0530_OK1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0801_ER1,2017-03-31,ITTS_ENT_40,I_CN0801_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0801_OK1,2017-03-31,ITTS_ENT_40,I_CN0801_OK1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0630_ER1,2017-03-31,ITTS_ENT_41,I_CN0630_ER1,EEAS_OA26,14,,2016-08-01,,14,2100-01-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0640_ER1,2017-03-31,ITTS_ENT_410,I_CN0640_ER1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0845_ER1,2017-03-31,ITTS_ENT_42,I_CN0845_ER1,EEAS_OA26,14,,2016-08-01,,20,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0640_OK1,2017-03-31,ITTS_ENT_420,I_CN0640_OK1,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0640_OK2,2017-03-31,ITTS_ENT_43,I_CN0640_OK2,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0816_ER1,2017-03-31,ITTS_ENT_49,I_CN0816_ER1,EEAS_OA26,14,,2016-08-01,,20,,,0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0832_ER1,2017-03-31,ITTS_ENT_60,I_CN0832_ER1,EEAS_OA26,14,,,0,14,,,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0832_ER2,2017-03-31,ITTS_ENT_61,I_CN0832_ER2,EEAS_OA26,14,,2016-08-01,,,2010-07-01,-5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0832_ER3,2017-03-31,ITTS_ENT_62,I_CN0832_ER3,EEAS_OA26,,0,2016-08-01,,14,2010-07-01,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0832_ER4,2017-03-31,ITTS_ENT_63,I_CN0832_ER4,EEAS_OA26,,0,2016-08-01,,,2010-07-01,-5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN_CHNGS_OK,2017-03-31,ITTS_ENT_CN_CHNGS_OK,I_CN_CHNGS_OK,EEAS_OA26,14,,2017-03-01,,14,2010-07-01,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0848_ER2,2017-03-31,EEAS_OA30,I_CN0848_ER2,EEAS_OA26,14,,2016-08-01,,14,2010-07-02,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0541_ER1,2017-03-31,ITTS_ENT_40,I_CN0541_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0551_ER1,2017-03-31,ITTS_ENT_40,I_CN0551_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0920_ER1,2017-03-31,ITTS_ENT_40,I_CN0920_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0925_ER1,2017-03-31,ITTS_ENT_40,I_CN0925_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0930_ER1,2017-03-31,ITTS_ENT_40,I_CN0930_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0935_ER1,2017-03-31,ITTS_ENT_40,I_CN0935_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0940_ER1,2017-03-31,ITTS_ENT_40,I_CN0940_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0945_ER1,2017-03-31,ITTS_ENT_40,I_CN0945_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0950_ER1,2017-03-31,ITTS_ENT_40,I_CN0950_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
C_CN0960_ER1,2017-03-31,ITTS_ENT_40,I_CN0960_ER1,EEAS_OA26,14,,2016-08-01,,14,2010-07-01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
