CNTRCT_ID,DT_RFRNC,INSTRMNT_ID,OBSRVD_AGNT_CD,CMMTMNT_INCPTN,CRRNCY_DNMNTN,DT_END_INTRST_ONLY,DT_INCPTN,DT_LGL_FNL_MTRTY,DT_STTLMNT,FDCRY,FV_CHNG_CR_BFR_PRCHS,INTRST_RT_CP,INTRST_RT_FLR,INTRST_RT_RST_FRQNCY,INTRST_RT_SPRD,NEVS_CMMTMNT_INCPTN,NEVS_CRRNCY_DNMNTN,NEVS_DT_END_INTRST_ONLY,NEVS_DT_INCPTN,NEVS_DT_LGL_FNL_MTRTY,NEVS_DT_STTLMNT,NEVS_FDCRY,NEVS_FV_CHNG_CR_BFR_PRCHS,NEVS_INTRST_RT_CP,NEVS_INTRST_RT_FLR,NEVS_INTRST_RT_RST_FRQNCY,NEVS_INTRST_RT_SPRD,NEVS_PRJCT_FNNC_LN,NEVS_PRPS,NEVS_PYMNT_FRQNCY,NEVS_RCRS,NEVS_RFRNC_RT,NEVS_RPYMNT_RGHTS,NEVS_SBRDNTD_DBT,NEVS_SYNDCTD_CNTRCT_ID,NEVS_TYP_AMRTSTN,NEVS_TYP_INSTRMNT,NEVS_TYP_INTRST_RT,PRJCT_FNNC_LN,PRPS,PYMNT_FRQNCY,RCRS,RFRNC_RT,RPYMNT_RGHTS,SBRDNTD_DBT,SYNDCTD_CNTRCT_ID,TYP_AMRTSTN,TYP_INSTRMNT,TYP_INTRST_RT,ACCRD_INTRST,ANNLSD_AGRD_RT,ARRRS,DFLT_STTS,DT_DFLT_STTS,DT_NXT_INTRST_RT_RST,DT_PST_D,NEVS_ACCRD_INTRST,NEVS_ANNLSD_AGRD_RT,NEVS_ARRRS,NEVS_DFLT_STTS,NEVS_DT_DFLT_STTS,NEVS_DT_NXT_INTRST_RT_RST,NEVS_DT_PST_D,NEVS_OFF_BLNC_SHT_AMNT,NEVS_OTSTNDNG_NMNL_AMNT,NEVS_TRNSFRRD_AMNT,NEVS_TYP_SCRTSTN,OFF_BLNC_SHT_AMNT,OTSTNDNG_NMNL_AMNT,TRNSFRRD_AMNT,TYP_SCRTSTN
CCNTR_18,2019-09-30,CINSTR_18,EEAS_OA30,,EUR,,2008-11-11,,2008-11-11,2,,,,,,0,,0,,0,,,0,0,0,0,0,,,,,0,,,0,,,,2,11,15,2,,1,2,,5,1000,1,0.0,0.0,0.0,14,2008-11-11,,,,,,,,0,0,0,,,,,3089.41,0.0,7
CCNTR_19,2019-09-30,CINSTR_19,EEAS_OA30,,EUR,,2008-11-11,,2008-11-11,2,,,,,,0,,0,,0,,,0,0,0,0,0,,,,,0,,,0,,,,2,11,15,2,,1,2,,5,1000,1,0.0,0.0,0.0,14,2008-11-11,,,,,,,,0,0,0,,,,,27678.22,0.0,7
C_ANNLSD_AGRD_RT,2019-09-30,I_ANNLSD_AGRD_RT,EEAS_OA30,2250000.0,EUR,,2019-09-30,2019-10-01,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,3.0,22500.0,14,2019-09-30,,2019-09-30,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_ARRRS_INSTRMNT,2019-09-30,I_ARRRS_INSTRMNT,EEAS_OA30,2250000.0,EUR,,2019-09-25,2019-10-01,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,1000000000.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_PRVSNS_OFF_BLNC_SHT_INSTRMNT,2019-09-30,I_PRVSNS_OFF_BLNC_SHT_INSTRMNT,EEAS_OA30,2250000.0,EUR,,2019-09-25,2019-10-20,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_DT_FRBRNC_STTS,2019-09-30,I_DT_FRBRNC_STTS,EEAS_OA30,2250000.0,EUR,,2019-09-25,2019-11-16,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_IG0010,2019-09-30,I_IG0010,EEAS_OA30,2250000.0,EUR,,2019-09-25,2020-01-15,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_IG0011,2019-09-30,I_IG0011,EEAS_OA30,2250000.0,EUR,,2019-09-25,2020-04-21,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_IG0012,2019-09-30,I_IG0012,EEAS_OA30,2250000.0,EUR,,2019-09-25,2020-10-31,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_IG0090,2019-09-30,I_IG0090,EEAS_OA30,2250000.0,EUR,,2019-09-25,2021-07-17,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_IG0190a,2019-09-30,I_IG0190a,EEAS_OA30,2250000.0,EUR,,2019-09-25,2021-12-07,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,2,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_IG0190b,2019-09-30,I_IG0190b,EEAS_OA30,2250000.0,EUR,,2019-09-25,2022-12-07,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,71,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_CY0110,2019-09-30,I_CY0110,EEAS_OA30,2250000.0,EUR,,2019-09-25,2025-11-20,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_IG0010b,2019-09-30,I_IG0010b,EEAS_OA30,2250000.0,EUR,,2019-09-25,2030-02-26,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_IG0011b,2019-09-30,I_IG0011b,EEAS_OA30,2250000.0,EUR,,2019-09-25,2035-10-02,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_IG0012b,2019-09-30,I_IG0012b,EEAS_OA30,2250000.0,EUR,,2019-09-25,2041-09-29,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
CCNTR_34,2019-09-30,CINSTR_34,EEAS_OA30,2250000.0,EUR,,2019-09-25,2059-09-24,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
CCNTR_35,2019-09-30,CINSTR_35,EEAS_OA30,2250000.0,EUR,,2019-09-25,2070-09-25,,2,,,,,,,,0,,,0,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,0.0,0.0852,22500.0,14,2019-09-25,,2019-09-27,,,,,,0,,,,,,2250000.0,22500.0,0.0,7
C_CN0945,2019-09-30,I_CN0945,EEAS_OA30,,EUR,,2017-11-16,2022-12-01,2017-12-01,2,,0.042,0.025,1,0.024,0,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,,,2019-10-05,,,,,0,0,,0,0,,,,,850000.0,1.0,7
C_CN0950,2019-09-30,I_CN0950,EEAS_OA30,1000000.0,EUR,,2017-11-16,2022-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,,,2019-11-10,,,,,0,0,,0,0,,,,,850000.0,1.0,7
C_CN0960a,2019-09-30,I_CN0960a,EEAS_OA30,1000000.0,EUR,,2017-11-16,2022-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,,,2020-01-05,,,,,0,0,,0,0,,,,,850000.0,1.0,7
C_DT_NXT_INTRST_RT_RST,2019-09-30,I_DT_NXT_INTRST_RT_RST,EEAS_OA30,1000000.0,EUR,,2017-11-16,2022-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,,,2220-05-10,,,,,0,0,,0,0,,,,,850000.0,1.0,7
C_ACCRD_INTRST_INSTRMNT,2019-09-30,I_ACCRD_INTRST_INSTRMNT,EEAS_OA30,1000000.0,EUR,,2017-11-16,2022-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1000000000.0,0.027000000000000003,0.0,,,2020-11-05,,,,,0,0,,0,0,,,,,850000.0,1.0,7
CCNTR_41,2019-09-30,CINSTR_41,EEAS_OA30,1000000.0,EUR,,2017-11-16,2022-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,,,2021-11-06,,,,,0,0,,0,0,,,,,850000.0,1.0,7
CCNTR_42,2019-09-30,CINSTR_42,EEAS_OA30,1000000.0,EUR,,2017-11-16,2032-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,,,2025-12-15,,,,,0,0,,0,0,,,,,850000.0,1.0,7
CCNTR_43,2019-09-30,CINSTR_43,EEAS_OA30,1000000.0,EUR,,2017-11-16,2032-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,,,2031-01-05,,,,,0,0,,0,0,,,,,850000.0,1.0,7
CCNTR_44,2019-09-30,CINSTR_44,EEAS_OA30,1000000.0,EUR,,2017-11-16,2032-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,,,2031-01-05,,,,,0,0,,0,0,,,,,850000.0,1.0,7
C_CN0960b,2019-09-30,I_CN0960b,EEAS_OA30,72000000.0,EUR,,2018-03-15,2024-06-30,2018-06-30,2,,0.05,,,0.035,,,0,,,,,0,,0,0,,,,,,,,,0,,,,2,8,8,2,136,2,2,,3,1004,2,285665.03,0.04968,0.0,,,,,,,,0,0,0,0,0,,,,,69000000.0,0.0,7
CCNTR_46,2019-09-30,CINSTR_46,EEAS_OA30,72000000.0,EUR,,2018-03-15,2024-06-30,2018-06-30,2,,0.05,,,0.035,,,0,,,,,0,,0,0,,,,,,,,,0,,,,2,8,8,2,136,2,2,,3,1004,2,285665.03,0.04968,0.0,,,,,,,,0,0,0,0,0,,,,,59000000.0,0.0,7
CCNTR_47,2019-09-30,CINSTR_47,EEAS_OA30,72000000.0,EUR,,2018-03-15,2024-06-30,2018-06-30,2,,0.05,,,0.035,,,0,,,,,0,,0,0,,,,,,,,,0,,,,2,8,8,2,136,2,2,,3,1004,2,285665.03,0.04968,0.0,,,,,,,,0,0,0,0,0,,,,,69000000.0,0.0,7
CCNTR_48,2019-09-30,CINSTR_48,EEAS_OA30,1000000.0,EUR,,2017-11-16,2022-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,,,2020-01-05,,,,,0,0,,0,0,,,,,850000.0,1.0,7
CCNTR_49,2019-09-30,CINSTR_49,EEAS_OA30,1000000.0,EUR,,2017-11-16,2022-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,,,2020-01-05,,,,,0,0,,0,0,,,,,850000.0,1.0,7
CCNTR_50,2019-09-30,CINSTR_50,EEAS_OA30,,EUR,,2019-02-28,,2019-02-28,2,,,,,,0,,0,,0,,,0,0,0,0,0,,,,,0,,,0,,,,2,11,15,2,,1,2,,5,1000,1,0.0,0.0,0.0,14,2019-02-28,,,,,,,,0,0,0,,,,,2860897.67,0.0,7
CCNTR_51,2019-09-30,CINSTR_51,EEAS_OA30,1500000.0,EUR,,2017-01-14,2023-01-31,2017-01-31,2,,,,,,,,0,,,,,0,0,0,0,0,,,,,0,,,0,,,,2,13,8,1,,2,2,,3,1004,1,3750.0,0.0375,0.0,,,,,,,,0,0,0,0,0,,,,,1200000.0,1200000.0,1
C_ACCMLTD_WRTFFS_INSTRMNT,2019-09-30,I_ACCMLTD_WRTFFS_INSTRMNT,EEAS_OA30,1000000.0,EUR,,2015-06-12,2018-06-30,2015-06-30,2,,,,,0.04,,,0,,,,,0,0,0,0,,,,,,,,,0,,,,2,11,8,1,136,2,2,,3,1004,2,,,,,,,,0,0,-5,0,0,0,0,0,,-5,,,0.0,,7
CCNTR_53,2019-09-30,CINSTR_53,EEAS_OA30,,EUR,,2014-12-01,,2014-12-01,2,,,,,,0,,0,,0,,,0,0,0,0,0,,,,,0,,,0,,,,2,11,15,2,,1,2,,5,1000,1,0.0,0.0,0.0,14,2014-12-01,,,,,,,,0,0,0,,,,,1134.31,0.0,7
CCNTR_54,2019-09-30,CINSTR_54,EEAS_OA30,,EUR,,2014-12-01,,2014-12-01,2,,,,,,0,,0,,0,,,0,0,0,0,0,,,,,0,,,0,,,,2,11,15,2,,1,2,,5,1000,1,0.0,0.0,0.0,14,2014-12-01,,,,,,,,0,0,0,,,,,1134.31,0.0,7
C_CMLTV_RCVRS_SNC_DFLT_INSTRMNT,2019-09-30,I_CMLTV_RCVRS_SNC_DFLT_INSTRMNT,EEAS_OA30,1000000.0,EUR,,2015-06-12,2018-06-30,2015-06-30,2,,,,,0.04,,,0,,,,,0,0,0,0,,,,,,,,,0,,,,2,11,8,1,136,2,2,,3,1004,2,,,,,,,,0,0,-5,0,0,0,0,0,,-5,,,0.0,,7
CCNTR_56,2019-09-30,CINSTR_56,EEAS_OA30,,EUR,,2014-12-01,,2014-12-01,2,,,,,,0,,0,,0,,,0,0,0,0,0,,,,,0,,,0,,,,2,11,15,2,,1,2,,5,1000,1,0.0,0.0,0.0,14,2014-12-01,,,,,,,,0,0,0,,,,,1134.31,0.0,7
C_ACCMLTD_IMPRMNT_INSTRMNT,2019-09-30,I_ACCMLTD_IMPRMNT_INSTRMNT,EEAS_OA30,72000000.0,EUR,,2018-03-15,2024-06-30,2018-06-30,2,,0.05,,,0.035,,,0,,,,,0,,0,0,,,,,,,,,0,,,,2,8,8,2,136,2,2,,3,1004,2,285665.03,0.04968,0.0,,,,,,,,0,0,0,0,0,,,,,69000000.0,0.0,7
CCNTR_58,2019-09-30,CINSTR_58,EEAS_OA30,72000000.0,EUR,,2018-03-15,2024-06-30,2018-06-30,2,,0.05,,,0.035,,,0,,,,,0,,0,0,,,,,,,,,0,,,,2,8,8,2,136,2,2,,3,1004,2,285665.03,0.04968,0.0,,,,,,,,0,0,0,0,0,,,,,69000000.0,0.0,7
CCNTR_59,2019-09-30,CINSTR_59,EEAS_OA30,72000000.0,EUR,,2018-03-15,2024-06-30,2018-06-30,2,,0.05,,,0.035,,,0,,,,,0,,0,0,,,,,,,,,0,,,,2,8,8,2,136,2,2,,3,1004,2,285665.03,0.04968,0.0,,,,,,,,0,0,0,0,0,,,,,69000000.0,0.0,7
C_IG0020,2019-09-30,I_IG0020,EEAS_OA30,185000.0,EUR,,2019-03-28,2021-03-10,2019-04-05,2,,,,,,,,0,,,,,0,0,0,0,0,,,,,0,,,0,,,,1,8,4,2,,2,2,,4,1002,1,908.98,0.0992,0.0,14,2019-03-28,,,,,,,,0,0,,,,,20973.94,164026.06,0.0,7
C_DT_END_INTRST_ONLY,2019-09-30,I_DT_END_INTRST_ONLY,EEAS_OA30,2222.0,EUR,2210-01-02,2010-01-01,2020-12-31,2010-01-01,2,,0.2,0.001,8,0.02,,,,,,,,,,,,,,,,,,,,0,,,,2,11,8,2,55,2,2,,5,1004,2,1000.0,0.02,1000.0,14,2016-02-01,2020-12-01,2013-01-01,,,,,,,,,,,,50000.0,1000000.0,0.0,7
C_DT_LGL_FNL_MTRTY,2019-09-30,I_DT_LGL_FNL_MTRTY,EEAS_OA30,2000000.0,EUR,,2016-01-01,2220-12-31,2016-01-01,2,0.0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-02-01,2019-12-01,,,,,,,,0,,,,,0.0,1000000.0,0.0,7
C_IG0070,2019-09-30,I_IG0070,EEAS_OA30,2000000.0,EUR,,2016-01-01,2020-12-31,2016-01-01,2,0.0,0.1,0.01,8,0.02,,,0,,,,,,,,,,,,,,,,,0,,,,2,9,1,2,100,2,2,,3,1004,2,1000.0,0.02,0.0,14,2016-02-01,2019-12-01,,,,,,,,0,,,,,0.0,0.0,0.0,7
C_CN0620,2019-09-30,I_CN0620,EEAS_OA30,1500000.0,EUR,,2017-01-14,2023-01-31,2017-01-31,2,,,,,,,,0,,,,,0,0,0,0,0,,,,,0,,,0,,,,2,13,8,1,,2,2,,3,1004,1,3750.0,0.0375,0.0,,,,,,,,0,0,0,0,0,,,,,1200000.0,50000.0,1
CCNTR_65,2019-09-30,CINSTR_65,EEAS_OA30,1000000.0,EUR,,2017-11-16,2022-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,,,2020-01-05,,,,,0,0,,0,0,,,,,850000.0,1.0,7
CCNTR_66,2019-09-30,CINSTR_66,EEAS_OA30,1500000.0,EUR,,2017-01-14,2023-01-31,2017-01-31,2,,,,,,,,0,,,,,0,0,0,0,0,,,,,0,,,0,,,,2,13,8,1,,2,2,,3,1004,1,3750.0,0.0375,0.0,,,,,,,,0,0,0,0,0,,,,,1200000.0,50000.0,1
CCNTR_67,2019-09-30,CINSTR_67,EEAS_OA30,1500000.0,EUR,,2017-01-14,2023-01-31,2017-01-31,2,,,,,,,,0,,,,,0,0,0,0,0,,,,,0,,,0,,,,2,13,8,1,,2,2,,3,1004,1,3750.0,0.0375,0.0,,,,,,,,0,0,0,0,0,,,,,1200000.0,50000.0,1
CCNTR_68,2019-09-30,CINSTR_68,EEAS_OA30,72000000.0,EUR,,2018-03-15,2024-06-30,2018-06-30,2,,0.05,,,0.035,,,0,,,,,0,,0,0,,,,,,,,,0,,,,2,8,8,2,136,2,2,,3,1004,2,285665.03,0.04968,0.0,,,,,,,,0,0,0,0,0,,,,,70000000.0,0.0,7
C_THRD_PRTY_PRRTY_CLMS,2019-09-30,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,1000000.0,EUR,,2017-11-16,2022-12-01,2017-12-01,2,,0.042,0.025,1,0.024,,,0,,,,,0,,,,,,,,,,,,0,,,,2,8,8,1,136,2,2,,3,1004,2,1912.5,0.027000000000000003,0.0,14,2019-02-28,2020-01-05,,,,,,,,0,0,,,,,850000.0,1.0,7
C_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,2019-09-30,I_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,2222.0,EUR,2016-11-30,2010-01-01,2020-12-31,2010-01-01,2,,0.2,0.001,8,0.02,,,,,,,,,,,,,,,,,,,,0,,,,2,11,8,2,55,2,2,,5,1004,2,1000.0,0.02,1000.0,14,2019-02-28,2020-12-01,2013-01-01,,,,,,,,,,,,50000.0,1000000.0,5000.0,7
CCNTR_71,2019-09-30,CINSTR_71,EEAS_OA30,,EUR,,2019-02-28,,2019-02-28,2,,,,,,0,,0,,0,,,0,0,0,0,0,,,,,0,,,0,,,,2,11,15,2,,1,2,,5,1000,1,0.0,0.0,0.0,14,2019-02-28,,,,,,,,0,0,0,,,,,2860897.67,0.0,7
