CNTRCT_ID,DT_RFRNC,INSTRMNT_ID,OBSRVD_AGNT_CD,PRTCTN_ID,NEVS_PRTCTN_ALLCTD_VL,NEVS_THRD_PRTY_PRRTY_CLMS,PRTCTN_ALLCTD_VL,THRD_PRTY_PRRTY_CLMS,DT_MTRTY_PRTCTN,DT_ORGNL_PRTCTN_VL,DT_PRTCTN_VL,NEVS_DT_MTRTY_PRTCTN,NEVS_DT_ORGNL_PRTCTN_VL,NEVS_DT_PRTCTN_VL,NEVS_ORGNL_PRTCTN_VL,NEVS_PRTCTN_PRVDR_CD,NEVS_PRTCTN_VL,NEVS_PRTCTN_VLTN_APPRCH,NEVS_RECL_CNTRY,NEVS_RECL_PSTL_CD,NEVS_RECL_TRRTRL_UNT,NEVS_RL_ESTT_CLLTRL_LCTN,NEVS_TYP_PRTCTN,NEVS_TYP_PRTCTN_VL,ORGNL_PRTCTN_VL,PRTCTN_PRVDR_CD,PRTCTN_VL,PRTCTN_VLTN_APPRCH,RECL_CNTRY,RECL_PSTL_CD,RECL_TRRTRL_UNT,RL_ESTT_CLLTRL_LCTN,TYP_PRTCTN,TYP_PRTCTN_VL
C_IG0190a,2019-09-30,I_IG0190a,EEAS_OA30,GUA_1,,,3375000.0,0,2021-08-10,2019-05-30,2019-05-30,,,,,,,,,,-5,-5,,,4090000.0,EEAS_ENT16,4090000.0,5,LV,LV1000,,,10,2
C_IG0190b,2019-09-30,I_IG0190b,EEAS_OA30,GUA_1,,,3375000.0,0,2021-08-10,2019-05-30,2019-05-30,,,,,,,,,,-5,-5,,,4090000.0,EEAS_ENT16,4090000.0,5,LV,LV1000,,,10,2
C_CY0110,2019-09-30,I_CY0110,EEAS_OA30,GUA_1,,,3375000.0,0,2021-08-10,2019-05-30,2019-05-30,,,,,,,,,,-5,-5,,,4090000.0,EEAS_ENT16,4090000.0,5,LV,LV1000,,,10,2
C_IG0010b,2019-09-30,I_IG0010b,EEAS_OA30,GUA_1,,,3375000.0,0,2021-08-10,2019-05-30,2019-05-30,,,,,,,,,,-5,-5,,,4090000.0,EEAS_ENT16,4090000.0,5,LV,LV1000,,,10,2
C_IG0011b,2019-09-30,I_IG0011b,EEAS_OA30,GUA_1,,,3375000.0,0,2021-08-10,2019-05-30,2019-05-30,,,,,,,,,,-5,-5,,,4090000.0,EEAS_ENT16,4090000.0,5,LV,LV1000,,,10,2
C_IG0012b,2019-09-30,I_IG0012b,EEAS_OA30,GUA_1,,,3375000.0,0,2021-08-10,2019-05-30,2019-05-30,,,,,,,,,,-5,-5,,,4090000.0,EEAS_ENT16,4090000.0,5,LV,LV1000,,,10,2
CCNTR_34,2019-09-30,CINSTR_34,EEAS_OA30,GUA_1,,,3375000.0,0,2021-08-10,2019-05-30,2019-05-30,,,,,,,,,,-5,-5,,,4090000.0,EEAS_ENT16,4090000.0,5,LV,LV1000,,,10,2
CCNTR_35,2019-09-30,CINSTR_35,EEAS_OA30,GUA_1,,,3375000.0,0,2021-08-10,2019-05-30,2019-05-30,,,,,,,,,,-5,-5,,,4090000.0,EEAS_ENT16,4090000.0,5,LV,LV1000,,,10,2
C_CN0935,2019-09-30,I_CN0935,EEAS_OA30,GUA_2,,,185000.0,0,2021-08-10,2019-09-30,2019-09-30,,,,,,,,-5,0,-5,-5,,,185000.0,EEAS_ENT17,185000.0,4,,,,,5,4
C_PRTCTN_ALLCTD_VL,2019-09-30,I_PRTCTN_ALLCTD_VL,EEAS_OA30,GUA_2,,,400.0,0,2021-08-10,2019-09-30,2019-09-30,,,,,,,,-5,0,-5,-5,,,185000.0,EEAS_ENT17,185000.0,4,,,,,5,4
CCNTR_74,2019-09-30,CINSTR_74,EEAS_OA30,GUA_2,,,100.0,0,2021-08-10,2019-09-30,2019-09-30,,,,,,,,-5,0,-5,-5,,,185000.0,EEAS_ENT17,185000.0,4,,,,,5,4
C_CN0935,2019-09-30,I_CN0935,EEAS_OA30,G_PRTCTN_ALLCTD_VL,,,185000.0,0,2021-08-10,2019-09-30,2019-09-30,,,,,,,,-5,0,-5,-5,,,185000.0,EEAS_ENT18,185000.0,4,,,,,5,4
C_PRTCTN_ALLCTD_VL,2019-09-30,I_PRTCTN_ALLCTD_VL,EEAS_OA30,G_PRTCTN_ALLCTD_VL,,,1000000000.0,0,2021-08-10,2019-09-30,2019-09-30,,,,,,,,-5,0,-5,-5,,,185000.0,EEAS_ENT18,185000.0,4,,,,,5,4
CCNTR_74,2019-09-30,CINSTR_74,EEAS_OA30,G_PRTCTN_ALLCTD_VL,,,200.0,0,2021-08-10,2019-09-30,2019-09-30,,,,,,,,-5,0,-5,-5,,,185000.0,EEAS_ENT18,185000.0,4,,,,,5,4
C_CN0935,2019-09-30,I_CN0935,EEAS_OA30,GUA_4,,,185000.0,0,2021-08-10,2019-09-30,2019-09-30,,,,,,,,-5,0,-5,-5,,,185000.0,EEAS_ENT19,185000.0,4,,,,,5,4
C_PRTCTN_ALLCTD_VL,2019-09-30,I_PRTCTN_ALLCTD_VL,EEAS_OA30,GUA_4,,,500.0,0,2021-08-10,2019-09-30,2019-09-30,,,,,,,,-5,0,-5,-5,,,185000.0,EEAS_ENT19,185000.0,4,,,,,5,4
CCNTR_74,2019-09-30,CINSTR_74,EEAS_OA30,GUA_4,,,200.0,0,2021-08-10,2019-09-30,2019-09-30,,,,,,,,-5,0,-5,-5,,,185000.0,EEAS_ENT19,185000.0,4,,,,,5,4
C_CN0935,2019-09-30,I_CN0935,EEAS_OA30,GUA_5,,,133000.0,0,2021-08-10,2019-02-28,2019-02-28,,,,,,,,,,-5,-5,,,133000.0,EEAS_ENT20,133000.0,5,LV,LV1000,,,10,3
C_IG0020,2019-09-30,I_IG0020,EEAS_OA30,GUA_5,,,133000.0,0,2021-08-10,2019-02-28,2019-02-28,,,,,,,,,,-5,-5,,,133000.0,EEAS_ENT20,133000.0,5,LV,LV1000,,,10,3
C_PRTCTN_ALLCTD_VL,2019-09-30,I_PRTCTN_ALLCTD_VL,EEAS_OA30,GUA_5,,,250.0,0,2021-08-10,2019-02-28,2019-02-28,,,,,,,,,,-5,-5,,,133000.0,EEAS_ENT20,133000.0,5,LV,LV1000,,,10,3
CCNTR_74,2019-09-30,CINSTR_74,EEAS_OA30,GUA_5,,,100.0,0,2021-08-10,2019-02-28,2019-02-28,,,,,,,,,,-5,-5,,,133000.0,EEAS_ENT20,133000.0,5,LV,LV1000,,,10,3
C_CN0945,2019-09-30,I_CN0945,EEAS_OA30,GUA_6,,,500000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,-5,,,500000.0,DEB4PY7,500000.0,4,,,,,5,4
C_CN0950,2019-09-30,I_CN0950,EEAS_OA30,G_CN0950,,,500000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,-5,,,500000.0,DEB4PY7,500000.0,4,,,,,5,4
C_CN0960a,2019-09-30,I_CN0960a,EEAS_OA30,G_CN0960a,,,500000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,0,,,500000.0,DEB4PY7,500000.0,4,,,,,8,4
CCNTR_48,2019-09-30,CINSTR_48,EEAS_OA30,G_CN0960a,,,36000000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,0,,,500000.0,DEB4PY7,500000.0,4,,,,,8,4
CCNTR_49,2019-09-30,CINSTR_49,EEAS_OA30,G_CN0960a,,,36000000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,0,,,500000.0,DEB4PY7,500000.0,4,,,,,8,4
C_DT_NXT_INTRST_RT_RST,2019-09-30,I_DT_NXT_INTRST_RT_RST,EEAS_OA30,GUA_9,,,500000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,-5,,,500000.0,DEB4PY7,500000.0,4,,,,,5,4
C_ACCRD_INTRST_INSTRMNT,2019-09-30,I_ACCRD_INTRST_INSTRMNT,EEAS_OA30,GUA_10,,,500000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,-5,,,500000.0,DEB4PY7,500000.0,4,,,,,5,4
CCNTR_41,2019-09-30,CINSTR_41,EEAS_OA30,GUA_11,,,500000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,-5,,,500000.0,DEB4PY7,500000.0,4,,,,,5,4
CCNTR_42,2019-09-30,CINSTR_42,EEAS_OA30,GUA_12,,,500000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,-5,,,500000.0,DEB4PY7,500000.0,4,,,,,5,4
CCNTR_43,2019-09-30,CINSTR_43,EEAS_OA30,GUA_13,,,500000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,-5,,,500000.0,DEB4PY7,500000.0,4,,,,,5,4
CCNTR_44,2019-09-30,CINSTR_44,EEAS_OA30,GUA_13,,,500000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,-5,,,500000.0,DEB4PY7,500000.0,4,,,,,5,4
CCNTR_44,2019-09-30,CINSTR_44,EEAS_OA30,GUA_14,,,10050.0,0,2018-10-02,2018-09-27,2018-09-30,,,,,,,,-5,0,-5,-5,,,10050.0,DEBA32568564,10050.0,4,,,,,12,4
C_CN0960b,2019-09-30,I_CN0960b,EEAS_OA30,GUA_15,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,0,-5,-5,,,36000000.0,CZ11111112,36000000.0,4,,,,,5,4
CCNTR_46,2019-09-30,CINSTR_46,EEAS_OA30,GUA_15,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,0,-5,-5,,,36000000.0,CZ11111112,36000000.0,4,,,,,5,4
CCNTR_47,2019-09-30,CINSTR_47,EEAS_OA30,GUA_15,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,0,-5,-5,,,36000000.0,CZ11111112,36000000.0,4,,,,,5,4
C_ACCMLTD_IMPRMNT_INSTRMNT,2019-09-30,I_ACCMLTD_IMPRMNT_INSTRMNT,EEAS_OA30,GUA_15,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,0,-5,-5,,,36000000.0,CZ11111112,36000000.0,4,,,,,5,4
CCNTR_58,2019-09-30,CINSTR_58,EEAS_OA30,GUA_15,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,0,-5,-5,,,36000000.0,CZ11111112,36000000.0,4,,,,,5,4
CCNTR_59,2019-09-30,CINSTR_59,EEAS_OA30,GUA_15,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,0,-5,-5,,,36000000.0,CZ11111112,36000000.0,4,,,,,5,4
C_CN0960b,2019-09-30,I_CN0960b,EEAS_OA30,G_CN0960b,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,,-5,,,,36000000.0,DEP8293X307,36000000.0,4,LV,LV1000,,1000,5,4
CCNTR_46,2019-09-30,CINSTR_46,EEAS_OA30,G_CN0960b,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,,-5,,,,36000000.0,DEP8293X307,36000000.0,4,LV,LV1000,,1000,5,4
CCNTR_47,2019-09-30,CINSTR_47,EEAS_OA30,G_CN0960b,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,,-5,,,,36000000.0,DEP8293X307,36000000.0,4,LV,LV1000,,1000,5,4
C_ACCMLTD_IMPRMNT_INSTRMNT,2019-09-30,I_ACCMLTD_IMPRMNT_INSTRMNT,EEAS_OA30,G_CN0960b,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,,-5,,,,36000000.0,DEP8293X307,36000000.0,4,LV,LV1000,,1000,5,4
CCNTR_58,2019-09-30,CINSTR_58,EEAS_OA30,G_CN0960b,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,,-5,,,,36000000.0,DEP8293X307,36000000.0,4,LV,LV1000,,1000,5,4
CCNTR_59,2019-09-30,CINSTR_59,EEAS_OA30,G_CN0960b,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,,-5,,,,36000000.0,DEP8293X307,36000000.0,4,LV,LV1000,,1000,5,4
CCNTR_51,2019-09-30,CINSTR_51,EEAS_OA30,GUA_17,,,2000000.0,0,,2017-01-14,2018-09-30,0,,,,,,,,,-5,,,,1900000.0,DEB5DXO,2000000.0,4,LV,LV1000,,1000,10,3
C_CN0620,2019-09-30,I_CN0620,EEAS_OA30,GUA_17,,,2000000.0,0,,2017-01-14,2018-09-30,0,,,,,,,,,-5,,,,1900000.0,DEB5DXO,2000000.0,4,LV,LV1000,,1000,10,3
CCNTR_66,2019-09-30,CINSTR_66,EEAS_OA30,GUA_17,,,2000000.0,0,,2017-01-14,2018-09-30,0,,,,,,,,,-5,,,,1900000.0,DEB5DXO,2000000.0,4,LV,LV1000,,1000,10,3
CCNTR_67,2019-09-30,CINSTR_67,EEAS_OA30,GUA_17,,,2000000.0,0,,2017-01-14,2018-09-30,0,,,,,,,,,-5,,,,1900000.0,DEB5DXO,2000000.0,4,LV,LV1000,,1000,10,3
C_DT_END_INTRST_ONLY,2019-09-30,I_DT_END_INTRST_ONLY,EEAS_OA30,GUA_18,,,100000.0,20000,2021-01-01,2010-01-01,2016-05-31,,,,,,,,-5,0,-5,-5,,,1000.0,EEE_DT_DFLT_STTS_ENTTY,15000.0,2,,,,,5,4
C_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,2019-09-30,I_H_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,GUA_18,,,100000.0,20000,2021-01-01,2010-01-01,2016-05-31,,,,,,,,-5,0,-5,-5,,,1000.0,EEE_DT_DFLT_STTS_ENTTY,15000.0,2,,,,,5,4
C_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,2019-09-30,I_L_ACCMLTD_CHNGS_FV_CR_INSTRMNT,EEAS_OA30,GUA_18,,,100000.0,20000,2021-01-01,2010-01-01,2016-05-31,,,,,,,,-5,0,-5,-5,,,1000.0,EEE_DT_DFLT_STTS_ENTTY,15000.0,2,,,,,5,4
CCNTR_65,2019-09-30,CINSTR_65,EEAS_OA30,G_THRD_PRTY_PRRTY_CLMS,,,2000000.0,0,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,-5,,,1000000.0,EEAS_ENT16,1000000.0,4,,,,,5,4
C_THRD_PRTY_PRRTY_CLMS,2019-09-30,I_THRD_PRTY_PRRTY_CLMS,EEAS_OA30,G_THRD_PRTY_PRRTY_CLMS,,,36000000.0,1000000000,,2017-11-16,2018-09-30,0,,,,,,,-5,0,-5,-5,,,1000000.0,EEAS_ENT16,1000000.0,4,,,,,5,4
CCNTR_68,2019-09-30,CINSTR_68,EEAS_OA30,GUA_20,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,0,-5,-5,,,36000000.0,CZ11111112,36000000.0,4,,,,,5,4
CCNTR_68,2019-09-30,CINSTR_68,EEAS_OA30,GUA_21,,,36000000.0,0,,2018-03-15,2018-09-30,0,,,,,,,-5,0,-5,-5,,,36000000.0,DEP8293X307,36000000.0,4,,,,,5,4
