CNTRCT_ID,DT_RFRNC,DBTR_ID,INSTRMNT_ID,OBSRVD_AGNT_CD,CRDTR_ID,ACCNTNG_CLSSFCTN,ANNLSD_AGRD_RT,CRRNCY_DNMNTN,DT_END_INTRST_ONLY,DT_FRBRNC_STTS,DT_INCPTN,DT_LGL_FNL_MTRTY,DT_NXT_INTRST_RT_RST,DT_PRFRMNG_STTS,DT_PST_D,DT_STTLMNT,FDCRY,FRBRNC_STTS,IMPRMNT_ASSSSMNT_MTHD,IMPRMNT_STTS,INTRST_RT_CP,INTRST_RT_FLR,INTRST_RT_RST_FRQNCY,INTRST_RT_SPRD,JNT_LBLTY_AMNT,PRDNTL_PRTFL,PRFRMNG_STTS,PRJCT_FNNC_LN,PRPS,PYMNT_FRQNCY,RCGNTN_STTS,RCRS,RFRNC_RT,RPYMNT_RGHTS,SBRDNTD_DBT,SRC_ENCMBRNC,SYNDCTD_CNTRCT_ID,TRNSFRRD_AMNT_INSTRMNT,TYP_AMRTSTN,TYP_INSTRMNT,TYP_INTRST_RT,TYP_SCRTSTN,SRVCR_ID
3D_ONA_OK,2019-06-30,EEAS_OA25,JLA_null_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_null,2019-06-30,AL0ECBM00067,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_null,2019-06-30,EEAS_OA25,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_0,2019-06-30,AL0ECBM00067,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_0,2019-06-30,EEAS_OA25,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_OK,2019-06-30,AL0ECBM00067,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_OK,2019-06-30,EEAS_OA25,JLA_0_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_OK,2019-06-30,AL0ECBM00067,JLA_smaller_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_OK,2019-06-30,EEAS_OA25,JLA_smaller_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_OK,2019-06-30,AL0ECBM00067,JLA_equal_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_OK,2019-06-30,EEAS_OA25,JLA_equal_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_OK,2019-06-30,AL0ECBM00067,JLA_greater_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
3D_ONA_OK,2019-06-30,EEAS_OA25,JLA_greater_all,AT_Bank,AT_Bank,,0.02,EUR,,,2016-07-01,2021-06-30,2017-06-01,,,2016-07-01,2,,,,0.1,0.01,8,0.02,,,,2,9,1,,2,100,2,2,,,0,3,1004,2,7,
