INDEX_BASE,MARKET_GEO,NBB_ISTI,TIME_PERIOD,FREQ,OBS_VALUE,CONF_STATUS
2010,OPI,1512,2010-Q1,Q,99.9000015258789,N
2010,OPI,1600,2010-Q1,Q,96.73333485921223,E
2010,OPI,1610,2010-Q1,Q,94.67333475748698,F
2010,OPI,1620,2010-Q1,Q,97.22666931152344,F
2010,OPI,1621,2010-Q1,Q,96.05999755859375,C
2010,OPI,1623,2010-Q1,Q,99.01000213623047,N
2010,OPI,1624,2010-Q1,Q,95.97000122070312,E
2010,OPI,1629,2010-Q1,Q,100.0,F
2010,OPI,1700,2010-Q1,Q,98.06000264485677,F
2010,OPI,1720,2010-Q1,Q,96.87666575113933,C
2010,OPI,1721,2010-Q1,Q,94.08333333333333,N
2010,OPI,1722,2010-Q1,Q,99.80333201090495,E
2010,OPI,1729,2010-Q1,Q,100.0,F
2010,OPI,2200,2010-Q1,Q,96.95999908447266,F
2010,OPI,2210,2010-Q1,Q,99.58999633789062,C
2010,OPI,2219,2010-Q1,Q,99.16999816894531,N
2010,OPI,2220,2010-Q1,Q,96.33333333333333,E
2010,OPI,2221,2010-Q1,Q,96.27666727701823,F
2010,OPI,2222,2010-Q1,Q,97.9066645304362,F
2010,OPI,2223,2010-Q1,Q,99.94999694824219,C
2010,OPI,2229,2010-Q1,Q,94.74666595458984,N
2010,OPI,3100,2010-Q1,Q,99.03333282470703,E
2010,OPI,3101,2010-Q1,Q,99.38999938964844,F
2010,OPI,3102,2010-Q1,Q,100.31000264485677,F
2010,OPI,3109,2010-Q1,Q,98.92666880289714,N
2010,OPI,3200,2010-Q1,Q,99.89333089192708,E
2010,OPI,3290,2010-Q1,Q,100.0,F
2010,OPI,3299,2010-Q1,Q,100.0,C
2010,OPI,3310,2010-Q1,Q,98.88333384195964,N
2010,OPI,3312,2010-Q1,Q,99.95999908447266,E
2010,OPI,3320,2010-Q1,Q,100.83666737874348,F
2010,OPD,20,2010-Q1,Q,97.38333384195964,F
2010,OPD,31,2010-Q1,Q,97.64666748046875,C
2010,OPD,39,2010-Q1,Q,96.59333038330078,N
2010,OPD,40,2010-Q1,Q,96.42333221435547,E
2010,OPD,50,2010-Q1,Q,98.30333455403645,F
2010,OPD,60,2010-Q1,Q,99.21666463216145,F
2010,OPD,70,2010-Q1,Q,98.77333068847656,C
2010,OPD,80,2010-Q1,Q,98.81333414713542,N
2010,OPD,90,2010-Q1,Q,96.74000040690105,E
2010,OPD,100,2010-Q1,Q,99.97666676839192,F
2010,OPD,200,2010-Q1,Q,97.09666697184245,F
2010,OPD,257,2010-Q1,Q,98.57000223795573,C
2010,OPD,3500,2010-Q1,Q,98.20333353678386,N
2010,OPD,1920,2010-Q1,Q,92.12000020345052,E
2010,OPD,3510,2010-Q1,Q,99.23666636149089,F
2010,OPD,3520,2010-Q1,Q,94.58000183105469,F
2010,OPD,3600,2010-Q1,Q,99.83000183105469,C
2010,OPD,2400,2010-Q1,Q,90.61000061035156,N
2010,OPD,2410,2010-Q1,Q,87.77333323160808,E
2010,OPD,2430,2010-Q1,Q,95.42666625976562,F
2010,OPD,2434,2010-Q1,Q,93.29666646321614,F
2010,OPD,2440,2010-Q1,Q,94.7066650390625,C
2010,OPD,2444,2010-Q1,Q,92.8433329264323,N
2010,OPD,2450,2010-Q1,Q,98.73999786376953,E
2010,OPD,2451,2010-Q1,Q,98.30000305175781,F
2010,OPD,2453,2010-Q1,Q,100.0,F
2010,OPD,810,2010-Q1,Q,99.97999827067058,C
2010,OPD,811,2010-Q1,Q,99.96999867757161,N
2010,OPD,812,2010-Q1,Q,99.99666595458984,E
2010,OPD,2300,2010-Q1,Q,99.78666432698567,F
2010,OPD,2311,2010-Q1,Q,94.88999938964844,C
2010,OPD,2312,2010-Q1,Q,101.16000366210938,N
2010,OPD,2314,2010-Q1,Q,100.0,E
2010,OPD,2330,2010-Q1,Q,100.0,F
2010,OPD,2332,2010-Q1,Q,100.0,F
2010,OPD,2350,2010-Q1,Q,101.09333038330078,C
2010,OPD,2351,2010-Q1,Q,101.70333353678386,N
2010,OPD,2360,2010-Q1,Q,100.30000305175781,E
2010,OPD,2361,2010-Q1,Q,100.23666890462239,F
2010,OPD,2362,2010-Q1,Q,101.88999938964844,F
2010,OPD,2363,2010-Q1,Q,100.3499984741211,C
2010,OPD,2369,2010-Q1,Q,98.24333190917969,N
2010,OPD,2370,2010-Q1,Q,101.55333455403645,E
2010,OPD,2399,2010-Q1,Q,95.96000162760417,F
2010,OPD,2010,2010-Q1,Q,94.29666646321614,N
2010,OPD,2011,2010-Q1,Q,93.56333414713542,E
2010,OPD,2013,2010-Q1,Q,91.8566665649414,F
2010,OPD,2014,2010-Q1,Q,94.66666666666667,C
2010,OPD,2016,2010-Q1,Q,98.19333394368489,N
2010,OPD,2030,2010-Q1,Q,98.29000091552734,E
2010,OPD,2040,2010-Q1,Q,100.0,F
2010,OPD,2042,2010-Q1,Q,100.0,F
2010,OPD,2050,2010-Q1,Q,100.01333109537761,C
2010,OPD,2053,2010-Q1,Q,99.69999694824219,N
2010,OPD,2059,2010-Q1,Q,100.0499979654948,E
2010,OPD,2060,2010-Q1,Q,93.63666534423828,F
2010,OPD,2100,2010-Q1,Q,99.7699966430664,F
2010,OPD,2110,2010-Q1,Q,93.73999786376953,C
2010,OPD,2120,2010-Q1,Q,100.0,N
2010,OPD,2500,2010-Q1,Q,96.04333241780598,E
2010,OPD,2510,2010-Q1,Q,91.66999816894531,F
2010,OPD,2511,2010-Q1,Q,87.01333109537761,F
2010,OPD,2512,2010-Q1,Q,99.24000040690105,C
2010,OPD,2521,2010-Q1,Q,97.48666636149089,E
2010,OPD,2529,2010-Q1,Q,91.68999989827473,F
2010,OPD,2560,2010-Q1,Q,100.16999816894531,F
2010,OPD,2561,2010-Q1,Q,99.98999786376953,C
2010,OPD,2562,2010-Q1,Q,100.23999786376953,N
2010,OPD,2590,2010-Q1,Q,96.93000030517578,F
2010,OPD,2599,2010-Q1,Q,99.26999918619792,F
2010,OPD,2600,2010-Q1,Q,99.98666636149089,C
2010,OPD,2700,2010-Q1,Q,99.54000091552734,E
2010,OPD,2710,2010-Q1,Q,100.0,F
2010,OPD,2711,2010-Q1,Q,100.0,F
2010,OPD,2730,2010-Q1,Q,95.53666687011719,C
2010,OPD,2732,2010-Q1,Q,95.43999989827473,N
2010,OPD,2740,2010-Q1,Q,99.7999979654948,F
2010,OPD,2750,2010-Q1,Q,98.5199966430664,F
2010,OPD,2752,2010-Q1,Q,100.0199966430664,C
2010,OPD,2790,2010-Q1,Q,106.38999938964844,N
2010,OPD,2800,2010-Q1,Q,99.47000122070312,E
2010,OPD,2810,2010-Q1,Q,99.82333119710286,F
2010,OPD,2820,2010-Q1,Q,98.94999694824219,F
2010,OPD,2822,2010-Q1,Q,100.0,C
2010,OPD,2825,2010-Q1,Q,97.2300033569336,N
2010,OPD,2829,2010-Q1,Q,99.73999786376953,E
2010,OPD,2830,2010-Q1,Q,99.72000122070312,F
2010,OPD,2893,2010-Q1,Q,99.9800033569336,C
2010,OPD,2894,2010-Q1,Q,102.36666615804036,N
2010,OPD,2900,2010-Q1,Q,99.85666910807292,E
2010,OPD,2910,2010-Q1,Q,101.46333312988281,F
2010,OPD,2920,2010-Q1,Q,100.85999806722005,F
2010,OPD,2932,2010-Q1,Q,96.91000366210938,N
2010,OPD,1000,2010-Q1,Q,97.99666595458984,E
2010,OPD,1010,2010-Q1,Q,99.12333424886067,F
2010,OPD,1011,2010-Q1,Q,99.93999989827473,F
2010,OPD,1012,2010-Q1,Q,96.3566665649414,C
2010,OPD,1013,2010-Q1,Q,99.47333272298177,N
2010,OPD,1020,2010-Q1,Q,97.92999776204427,E
2010,OPD,1030,2010-Q1,Q,101.1066665649414,F
2010,OPD,1031,2010-Q1,Q,102.27999877929688,F
2010,OPD,1039,2010-Q1,Q,100.06333414713542,C
2010,OPD,1040,2010-Q1,Q,94.93999735514323,N
2010,OPD,1050,2010-Q1,Q,96.37666575113933,E
2010,OPD,1051,2010-Q1,Q,96.0066655476888,F
2010,OPD,1052,2010-Q1,Q,100.0,F
2010,OPD,1060,2010-Q1,Q,95.14666493733723,C
2010,OPD,1061,2010-Q1,Q,96.46333312988281,N
2010,OPD,1070,2010-Q1,Q,99.60999806722005,F
2010,OPD,1072,2010-Q1,Q,99.9366683959961,C
2010,OPD,1080,2010-Q1,Q,99.73000081380208,N
2010,OPD,1082,2010-Q1,Q,99.5933329264323,E
2010,OPD,1083,2010-Q1,Q,98.86000061035156,F
2010,OPD,1084,2010-Q1,Q,99.83333333333333,F
2010,OPD,1085,2010-Q1,Q,100.0066655476888,C
2010,OPD,1089,2010-Q1,Q,100.0,N
2010,OPD,1090,2010-Q1,Q,94.44333394368489,E
2010,OPD,1091,2010-Q1,Q,94.37999979654948,F
2010,OPD,1100,2010-Q1,Q,99.2933349609375,F
2010,OPD,1101,2010-Q1,Q,99.86000315348308,C
2010,OPD,1105,2010-Q1,Q,100.0,N
2010,OPD,1107,2010-Q1,Q,99.9933344523112,E
2010,OPD,1200,2010-Q1,Q,97.81999969482422,F
2010,OPD,1300,2010-Q1,Q,98.26666514078777,F
2010,OPD,1310,2010-Q1,Q,89.39333597819011,C
2010,OPD,1320,2010-Q1,Q,99.79000091552734,N
2010,OPD,1330,2010-Q1,Q,100.0,E
2010,OPD,1390,2010-Q1,Q,99.53000132242839,F
2010,OPD,1392,2010-Q1,Q,99.12000020345052,F
2010,OPD,1393,2010-Q1,Q,99.5933329264323,C
2010,OPD,1396,2010-Q1,Q,100.0,N
2010,OPD,1410,2010-Q1,Q,99.37999979654948,E
2010,OPD,1412,2010-Q1,Q,97.13999938964844,F
2010,OPD,1413,2010-Q1,Q,100.0,F
2010,OPD,1414,2010-Q1,Q,100.12666575113933,C
2010,OPD,1419,2010-Q1,Q,97.25333150227864,N
2010,OPD,1430,2010-Q1,Q,100.0,E
2010,OPD,1439,2010-Q1,Q,100.0,F
2010,OPD,1510,2010-Q1,Q,99.97000122070312,C
2010,OPD,1512,2010-Q1,Q,99.97000122070312,N
2010,OPD,1600,2010-Q1,Q,97.18999989827473,E
2010,OPD,1610,2010-Q1,Q,94.81000010172527,F
2010,OPD,1620,2010-Q1,Q,97.97000122070312,F
2010,OPD,1621,2010-Q1,Q,96.83000183105469,C
2010,OPD,1623,2010-Q1,Q,99.05000305175781,N
2010,OPD,1629,2010-Q1,Q,100.0,F
2010,OPD,1700,2010-Q1,Q,97.44666544596355,F
2010,OPD,1720,2010-Q1,Q,96.4066645304362,C
2010,OPD,1721,2010-Q1,Q,94.0500005086263,N
2010,OPD,1722,2010-Q1,Q,98.93666585286458,E
2010,OPD,1729,2010-Q1,Q,100.0,F
2010,OPD,2210,2010-Q1,Q,99.4800033569336,C
2010,OPD,2219,2010-Q1,Q,99.18000030517578,N
2010,OPD,2220,2010-Q1,Q,96.6566645304362,E
2010,OPD,2221,2010-Q1,Q,96.18333435058594,F
2010,OPD,2222,2010-Q1,Q,97.94666544596355,F
2010,OPD,2229,2010-Q1,Q,94.21333312988281,N
2010,OPD,3100,2010-Q1,Q,99.15333302815755,E
2010,OPD,3101,2010-Q1,Q,99.37999725341797,F
2010,OPD,3102,2010-Q1,Q,100.30333201090495,F
2010,OPD,3109,2010-Q1,Q,98.91666666666667,N
2010,OPD,3200,2010-Q1,Q,100.19666544596355,E
2010,OPD,3290,2010-Q1,Q,100.0,F
2010,OPD,3299,2010-Q1,Q,100.0,C
2010,OPD,3310,2010-Q1,Q,98.77000172932942,N
2010,OPD,3312,2010-Q1,Q,100.0,E
2010,OPD,3320,2010-Q1,Q,100.75000254313152,F
2010,OPN,20,2010-Q1,Q,96.87999979654948,F
2010,OPN,39,2010-Q1,Q,95.67333221435547,N
2010,OPN,40,2010-Q1,Q,95.34666697184245,E
2010,OPN,50,2010-Q1,Q,99.13666534423828,F
2010,OPN,70,2010-Q1,Q,99.07666778564453,C
2010,OPN,80,2010-Q1,Q,99.08000183105469,N
2010,OPN,90,2010-Q1,Q,96.21333312988281,E
2010,OPN,100,2010-Q1,Q,99.98333231608073,F
2010,OPN,200,2010-Q1,Q,96.8433354695638,F
2010,OPN,257,2010-Q1,Q,99.19000244140625,C
2010,OPN,3500,2010-Q1,Q,97.91333262125652,N
2010,OPN,3520,2010-Q1,Q,94.58000183105469,F
2010,OPN,3600,2010-Q1,Q,99.98333231608073,C
2010,OPN,2400,2010-Q1,Q,90.64999898274739,N
2010,OPN,2410,2010-Q1,Q,87.83666737874348,E
2010,OPN,2430,2010-Q1,Q,94.0633316040039,F
2010,OPN,2434,2010-Q1,Q,91.75333150227864,F
2010,OPN,2440,2010-Q1,Q,95.60999806722005,C
2010,OPN,2444,2010-Q1,Q,92.74666595458984,N
2010,OPN,2450,2010-Q1,Q,99.45999908447266,E
2010,OPN,2453,2010-Q1,Q,100.0,F
2010,OPN,810,2010-Q1,Q,99.97333272298177,C
2010,OPN,811,2010-Q1,Q,99.96333567301433,N
2010,OPN,812,2010-Q1,Q,99.9933344523112,E
2010,OPN,2300,2010-Q1,Q,98.87333424886067,F
2010,OPN,2310,2010-Q1,Q,98.23333231608073,F
2010,OPN,2311,2010-Q1,Q,94.88333129882812,C
2010,OPN,2312,2010-Q1,Q,101.2300033569336,N
2010,OPN,2330,2010-Q1,Q,100.0,F
2010,OPN,2332,2010-Q1,Q,100.0,F
2010,OPN,2350,2010-Q1,Q,100.74333190917969,C
2010,OPN,2351,2010-Q1,Q,101.39666748046875,N
2010,OPN,2362,2010-Q1,Q,101.88999938964844,F
2010,OPN,2369,2010-Q1,Q,96.78666687011719,N
2010,OPN,2370,2010-Q1,Q,102.12999979654948,E
2010,OPN,2390,2010-Q1,Q,95.97000122070312,F
2010,OPN,2399,2010-Q1,Q,95.78666687011719,F
2010,OPN,2000,2010-Q1,Q,96.38333384195964,C
2010,OPN,2010,2010-Q1,Q,95.1433334350586,N
2010,OPN,2011,2010-Q1,Q,93.94666544596355,E
2010,OPN,2012,2010-Q1,Q,88.93000030517578,F
2010,OPN,2013,2010-Q1,Q,91.9499994913737,F
2010,OPN,2014,2010-Q1,Q,93.61666870117188,C
2010,OPN,2030,2010-Q1,Q,99.03000132242839,E
2010,OPN,2040,2010-Q1,Q,100.0,F
2010,OPN,2042,2010-Q1,Q,100.0,F
2010,OPN,2053,2010-Q1,Q,99.69999694824219,N
2010,OPN,2059,2010-Q1,Q,100.0433349609375,E
2010,OPN,2060,2010-Q1,Q,93.64666748046875,F
2010,OPN,2120,2010-Q1,Q,100.0,N
2010,OPN,2500,2010-Q1,Q,96.48333485921223,E
2010,OPN,2510,2010-Q1,Q,90.54666900634766,F
2010,OPN,2511,2010-Q1,Q,86.79000345865886,F
2010,OPN,2512,2010-Q1,Q,99.22333526611328,C
2010,OPN,2520,2010-Q1,Q,95.54666646321614,N
2010,OPN,2521,2010-Q1,Q,98.18000030517578,E
2010,OPN,2529,2010-Q1,Q,91.69666544596355,F
2010,OPN,2560,2010-Q1,Q,100.11000061035156,F
2010,OPN,2561,2010-Q1,Q,99.98999786376953,C
2010,OPN,2562,2010-Q1,Q,100.16999816894531,N
2010,OPN,2570,2010-Q1,Q,100.0,E
2010,OPN,2590,2010-Q1,Q,97.08666483561198,F
2010,OPN,2599,2010-Q1,Q,99.22333526611328,F
2010,OPN,2600,2010-Q1,Q,99.9933344523112,C
2010,OPN,2630,2010-Q1,Q,99.98000081380208,N
2010,OPN,2700,2010-Q1,Q,99.71999867757161,E
2010,OPN,2710,2010-Q1,Q,100.0,F
2010,OPN,2711,2010-Q1,Q,100.0,F
2010,OPN,2730,2010-Q1,Q,95.60000101725261,C
2010,OPN,2732,2010-Q1,Q,95.43999989827473,N
2010,OPN,2733,2010-Q1,Q,99.4366683959961,E
2010,OPN,2740,2010-Q1,Q,99.82666778564453,F
2010,OPN,2750,2010-Q1,Q,98.5,F
2010,OPN,2752,2010-Q1,Q,100.0199966430664,C
2010,OPN,2790,2010-Q1,Q,106.38999938964844,N
2010,OPN,2800,2010-Q1,Q,99.26333109537761,E
2010,OPN,2810,2010-Q1,Q,99.80999755859375,F
2010,OPN,2820,2010-Q1,Q,96.83000183105469,F
2010,OPN,2825,2010-Q1,Q,95.72000122070312,N
2010,OPN,2829,2010-Q1,Q,100.0999984741211,E
2010,OPN,2830,2010-Q1,Q,99.81999969482422,F
2010,OPN,2890,2010-Q1,Q,100.66333262125652,F
2010,OPN,2893,2010-Q1,Q,99.9800033569336,C
2010,OPN,2910,2010-Q1,Q,99.92000071207683,F
2010,OPN,2920,2010-Q1,Q,100.66666412353516,F
2010,OPN,2932,2010-Q1,Q,97.3499984741211,N
2010,OPN,1000,2010-Q1,Q,97.96333312988281,E
2010,OPN,1010,2010-Q1,Q,99.07999928792317,F
2010,OPN,1012,2010-Q1,Q,96.8000005086263,C
2010,OPN,1013,2010-Q1,Q,99.46000162760417,N
2010,OPN,1020,2010-Q1,Q,99.53000132242839,E
2010,OPN,1030,2010-Q1,Q,101.06999969482422,F
2010,OPN,1031,2010-Q1,Q,102.29000091552734,F
2010,OPN,1040,2010-Q1,Q,95.61666615804036,N
2010,OPN,1050,2010-Q1,Q,96.43666585286458,E
2010,OPN,1051,2010-Q1,Q,96.02333068847656,F
2010,OPN,1060,2010-Q1,Q,93.04666646321614,C
2010,OPN,1062,2010-Q1,Q,93.26666514078777,E
2010,OPN,1070,2010-Q1,Q,99.9066670735677,F
2010,OPN,1071,2010-Q1,Q,99.7300033569336,F
2010,OPN,1072,2010-Q1,Q,99.95666758219402,C
2010,OPN,1080,2010-Q1,Q,99.5633316040039,N
2010,OPN,1083,2010-Q1,Q,98.86000061035156,F
2010,OPN,1084,2010-Q1,Q,99.86666615804036,F
2010,OPN,1085,2010-Q1,Q,100.1999994913737,C
2010,OPN,1090,2010-Q1,Q,94.33666737874348,E
2010,OPN,1091,2010-Q1,Q,93.82666524251302,F
2010,OPN,1101,2010-Q1,Q,99.85666910807292,C
2010,OPN,1105,2010-Q1,Q,100.0,N
2010,OPN,1107,2010-Q1,Q,99.9933344523112,E
2010,OPN,1200,2010-Q1,Q,98.66999816894531,F
2010,OPN,1300,2010-Q1,Q,98.69333394368489,F
2010,OPN,1310,2010-Q1,Q,89.4933344523112,C
2010,OPN,1320,2010-Q1,Q,98.07999928792317,N
2010,OPN,1330,2010-Q1,Q,100.0,E
2010,OPN,1390,2010-Q1,Q,99.6433334350586,F
2010,OPN,1392,2010-Q1,Q,99.14999898274739,F
2010,OPN,1393,2010-Q1,Q,99.60333251953125,C
2010,OPN,1396,2010-Q1,Q,100.0,N
2010,OPN,1410,2010-Q1,Q,99.67000071207683,E
2010,OPN,1412,2010-Q1,Q,97.13999938964844,F
2010,OPN,1413,2010-Q1,Q,100.2000020345052,F
2010,OPN,1414,2010-Q1,Q,100.05999755859375,C
