MARKET_GEO,NBB_ISTI,INDEX_BASE,UNIT_MEASURE,UNIT_MULT,DECIMALS,FREQ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,EMBARGO_TIME
OPI,2932,2010,IX,0,,M,2010-Q1,97.08,A,N,
OPI,1000,2010,IX,0,,M,2010-Q1,98.36,A,E,
OPI,1010,2010,IX,0,,M,2010-Q1,98.94,A,F,
OPI,1011,2010,IX,0,,M,2010-Q1,99.52,A,F,
OPI,1012,2010,IX,0,,M,2010-Q1,97.11,A,C,
OPI,1013,2010,IX,0,,M,2010-Q1,99.38,A,N,
OPI,1020,2010,IX,0,,M,2010-Q1,98.26,A,E,
OPI,1030,2010,IX,0,,M,2010-Q1,101.63,A,F,
OPI,1031,2010,IX,0,,M,2010-Q1,102.29,A,F,
OPI,1039,2010,IX,0,,M,2010-Q1,100.05,A,C,
OPI,1040,2010,IX,0,,M,2010-Q1,96.16,A,N,
OPI,1050,2010,IX,0,,M,2010-Q1,97.57,A,E,
OPI,1051,2010,IX,0,,M,2010-Q1,97.3,A,F,
OPI,1052,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPI,1060,2010,IX,0,,M,2010-Q1,94.81,A,C,
OPI,1061,2010,IX,0,,M,2010-Q1,95.19,A,N,
OPI,1062,2010,IX,0,,M,2010-Q1,94.73,A,E,
OPI,1070,2010,IX,0,,M,2010-Q1,99.66,A,F,
OPI,1071,2010,IX,0,,M,2010-Q1,99.35,A,F,
OPI,1072,2010,IX,0,,M,2010-Q1,99.91,A,C,
OPI,1080,2010,IX,0,,M,2010-Q1,99.95,A,N,
OPI,1082,2010,IX,0,,M,2010-Q1,100.05,A,E,
OPI,1083,2010,IX,0,,M,2010-Q1,98.86,A,F,
OPI,1084,2010,IX,0,,M,2010-Q1,99.96,A,F,
OPI,1085,2010,IX,0,,M,2010-Q1,100.14,A,C,
OPI,1089,2010,IX,0,,M,2010-Q1,100.0,A,N,
OPI,1090,2010,IX,0,,M,2010-Q1,94.54,A,E,
OPI,1091,2010,IX,0,,M,2010-Q1,94.42,A,F,
OPI,1100,2010,IX,0,,M,2010-Q1,99.24,A,F,
OPI,1101,2010,IX,0,,M,2010-Q1,99.48,A,C,
OPI,1105,2010,IX,0,,M,2010-Q1,100.0,A,N,
OPI,1107,2010,IX,0,,M,2010-Q1,99.98,A,E,
OPI,1200,2010,IX,0,,M,2010-Q1,97.97,A,F,
OPI,1300,2010,IX,0,,M,2010-Q1,98.63,A,F,
OPI,1310,2010,IX,0,,M,2010-Q1,89.28,A,C,
OPI,1320,2010,IX,0,,M,2010-Q1,98.7,A,N,
OPI,1330,2010,IX,0,,M,2010-Q1,100.0,A,E,
OPI,1390,2010,IX,0,,M,2010-Q1,99.83,A,F,
OPI,1392,2010,IX,0,,M,2010-Q1,99.36,A,F,
OPI,1393,2010,IX,0,,M,2010-Q1,99.8,A,C,
OPI,1396,2010,IX,0,,M,2010-Q1,100.0,A,N,
OPI,1410,2010,IX,0,,M,2010-Q1,99.2,A,E,
OPI,1412,2010,IX,0,,M,2010-Q1,97.14,A,F,
OPI,1413,2010,IX,0,,M,2010-Q1,100.12,A,F,
OPI,1414,2010,IX,0,,M,2010-Q1,99.9,A,C,
OPI,1419,2010,IX,0,,M,2010-Q1,89.92,A,N,
OPI,1430,2010,IX,0,,M,2010-Q1,100.0,A,E,
OPI,1439,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPI,1500,2010,IX,0,,M,2010-Q1,99.27,A,F,
OPI,1510,2010,IX,0,,M,2010-Q1,99.91,A,C,
OPI,1512,2010,IX,0,,M,2010-Q1,99.9,A,N,
OPI,1600,2010,IX,0,,M,2010-Q1,95.12,A,E,
OPI,1610,2010,IX,0,,M,2010-Q1,86.57,A,F,
OPI,1620,2010,IX,0,,M,2010-Q1,97.16,A,F,
OPI,1621,2010,IX,0,,M,2010-Q1,96.06,A,C,
OPI,1623,2010,IX,0,,M,2010-Q1,99.01,A,N,
OPI,1624,2010,IX,0,,M,2010-Q1,95.31,A,E,
OPI,1629,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPI,1700,2010,IX,0,,M,2010-Q1,97.94,A,F,
OPI,1720,2010,IX,0,,M,2010-Q1,96.68,A,C,
OPI,1721,2010,IX,0,,M,2010-Q1,93.79,A,N,
OPI,1722,2010,IX,0,,M,2010-Q1,99.39,A,E,
OPI,1729,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPI,2200,2010,IX,0,,M,2010-Q1,96.63,A,F,
OPI,2210,2010,IX,0,,M,2010-Q1,99.59,A,C,
OPI,2219,2010,IX,0,,M,2010-Q1,99.17,A,N,
OPI,2220,2010,IX,0,,M,2010-Q1,95.93,A,E,
OPI,2221,2010,IX,0,,M,2010-Q1,95.58,A,F,
OPI,2222,2010,IX,0,,M,2010-Q1,97.7,A,F,
OPI,2223,2010,IX,0,,M,2010-Q1,99.95,A,C,
OPI,2229,2010,IX,0,,M,2010-Q1,94.43,A,N,
OPI,3100,2010,IX,0,,M,2010-Q1,99.14,A,E,
OPI,3101,2010,IX,0,,M,2010-Q1,99.39,A,F,
OPI,3102,2010,IX,0,,M,2010-Q1,102.05,A,F,
OPI,3103,2010,IX,0,,M,2010-Q1,97.88,A,C,
OPI,3109,2010,IX,0,,M,2010-Q1,98.86,A,N,
OPI,3200,2010,IX,0,,M,2010-Q1,99.88,A,E,
OPI,3250,2010,IX,0,,M,2010-Q1,99.4,A,F,
OPI,3290,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPI,3299,2010,IX,0,,M,2010-Q1,100.0,A,C,
OPI,3310,2010,IX,0,,M,2010-Q1,98.1,A,N,
OPI,3312,2010,IX,0,,M,2010-Q1,99.96,A,E,
OPI,3320,2010,IX,0,,M,2010-Q1,101.13,A,F,
OPD,20,2010,IX,0,,M,2010-Q1,96.55,A,F,
OPD,31,2010,IX,0,,M,2010-Q1,97.21,A,C,
OPD,39,2010,IX,0,,M,2010-Q1,95.27,A,N,
OPD,40,2010,IX,0,,M,2010-Q1,95.59,A,E,
OPD,50,2010,IX,0,,M,2010-Q1,97.83,A,F,
OPD,60,2010,IX,0,,M,2010-Q1,99.36,A,F,
OPD,70,2010,IX,0,,M,2010-Q1,98.88,A,C,
OPD,80,2010,IX,0,,M,2010-Q1,98.93,A,N,
OPD,90,2010,IX,0,,M,2010-Q1,95.01,A,E,
OPD,100,2010,IX,0,,M,2010-Q1,99.86,A,F,
OPD,200,2010,IX,0,,M,2010-Q1,96.51,A,F,
OPD,257,2010,IX,0,,M,2010-Q1,98.25,A,C,
OPD,3500,2010,IX,0,,M,2010-Q1,96.41,A,N,
OPD,1920,2010,IX,0,,M,2010-Q1,90.22,A,E,
OPD,3510,2010,IX,0,,M,2010-Q1,97.01,A,F,
OPD,3520,2010,IX,0,,M,2010-Q1,94.29,A,F,
OPD,3600,2010,IX,0,,M,2010-Q1,99.83,A,C,
OPD,2400,2010,IX,0,,M,2010-Q1,88.07,A,N,
OPD,2410,2010,IX,0,,M,2010-Q1,84.51,A,E,
OPD,2430,2010,IX,0,,M,2010-Q1,94.65,A,F,
OPD,2434,2010,IX,0,,M,2010-Q1,91.2,A,F,
OPD,2440,2010,IX,0,,M,2010-Q1,92.7,A,C,
OPD,2444,2010,IX,0,,M,2010-Q1,87.78,A,N,
OPD,2450,2010,IX,0,,M,2010-Q1,98.74,A,E,
OPD,2451,2010,IX,0,,M,2010-Q1,98.3,A,F,
OPD,2453,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,810,2010,IX,0,,M,2010-Q1,99.85,A,C,
OPD,811,2010,IX,0,,M,2010-Q1,99.95,A,N,
OPD,812,2010,IX,0,,M,2010-Q1,99.68,A,E,
OPD,2300,2010,IX,0,,M,2010-Q1,99.34,A,F,
OPD,2310,2010,IX,0,,M,2010-Q1,98.47,A,F,
OPD,2311,2010,IX,0,,M,2010-Q1,96.03,A,C,
OPD,2312,2010,IX,0,,M,2010-Q1,101.16,A,N,
OPD,2314,2010,IX,0,,M,2010-Q1,100.0,A,E,
OPD,2330,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,2332,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,2350,2010,IX,0,,M,2010-Q1,99.02,A,C,
OPD,2351,2010,IX,0,,M,2010-Q1,98.55,A,N,
OPD,2360,2010,IX,0,,M,2010-Q1,99.98,A,E,
OPD,2361,2010,IX,0,,M,2010-Q1,99.37,A,F,
OPD,2362,2010,IX,0,,M,2010-Q1,101.89,A,F,
OPD,2363,2010,IX,0,,M,2010-Q1,101.29,A,C,
OPD,2369,2010,IX,0,,M,2010-Q1,97.42,A,N,
OPD,2370,2010,IX,0,,M,2010-Q1,101.11,A,E,
OPD,2390,2010,IX,0,,M,2010-Q1,95.78,A,F,
OPD,2399,2010,IX,0,,M,2010-Q1,95.48,A,F,
OPD,2000,2010,IX,0,,M,2010-Q1,94.69,A,C,
OPD,2010,2010,IX,0,,M,2010-Q1,92.65,A,N,
OPD,2011,2010,IX,0,,M,2010-Q1,89.8,A,E,
OPD,2012,2010,IX,0,,M,2010-Q1,86.9,A,F,
OPD,2013,2010,IX,0,,M,2010-Q1,90.17,A,F,
OPD,2014,2010,IX,0,,M,2010-Q1,92.93,A,C,
OPD,2016,2010,IX,0,,M,2010-Q1,97.8,A,N,
OPD,2030,2010,IX,0,,M,2010-Q1,98.48,A,E,
OPD,2040,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,2042,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,2050,2010,IX,0,,M,2010-Q1,100.28,A,C,
OPD,2053,2010,IX,0,,M,2010-Q1,99.7,A,N,
OPD,2059,2010,IX,0,,M,2010-Q1,100.36,A,E,
OPD,2060,2010,IX,0,,M,2010-Q1,92.03,A,F,
OPD,2100,2010,IX,0,,M,2010-Q1,99.77,A,F,
OPD,2110,2010,IX,0,,M,2010-Q1,93.74,A,C,
OPD,2120,2010,IX,0,,M,2010-Q1,100.0,A,N,
OPD,2500,2010,IX,0,,M,2010-Q1,95.45,A,E,
OPD,2510,2010,IX,0,,M,2010-Q1,90.1,A,F,
OPD,2511,2010,IX,0,,M,2010-Q1,84.64,A,F,
OPD,2512,2010,IX,0,,M,2010-Q1,99.07,A,C,
OPD,2520,2010,IX,0,,M,2010-Q1,95.22,A,N,
OPD,2521,2010,IX,0,,M,2010-Q1,97.59,A,E,
OPD,2529,2010,IX,0,,M,2010-Q1,89.69,A,F,
OPD,2560,2010,IX,0,,M,2010-Q1,100.17,A,F,
OPD,2561,2010,IX,0,,M,2010-Q1,99.99,A,C,
OPD,2562,2010,IX,0,,M,2010-Q1,100.24,A,N,
OPD,2570,2010,IX,0,,M,2010-Q1,100.0,A,E,
OPD,2590,2010,IX,0,,M,2010-Q1,97.68,A,F,
OPD,2599,2010,IX,0,,M,2010-Q1,100.5,A,F,
OPD,2600,2010,IX,0,,M,2010-Q1,99.96,A,C,
OPD,2630,2010,IX,0,,M,2010-Q1,99.92,A,N,
OPD,2700,2010,IX,0,,M,2010-Q1,99.28,A,E,
OPD,2710,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,2711,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,2730,2010,IX,0,,M,2010-Q1,94.4,A,C,
OPD,2732,2010,IX,0,,M,2010-Q1,94.27,A,N,
OPD,2733,2010,IX,0,,M,2010-Q1,97.26,A,E,
OPD,2740,2010,IX,0,,M,2010-Q1,99.7,A,F,
OPD,2750,2010,IX,0,,M,2010-Q1,98.52,A,F,
OPD,2752,2010,IX,0,,M,2010-Q1,100.02,A,C,
OPD,2790,2010,IX,0,,M,2010-Q1,106.39,A,N,
OPD,2800,2010,IX,0,,M,2010-Q1,99.39,A,E,
OPD,2810,2010,IX,0,,M,2010-Q1,99.35,A,F,
OPD,2820,2010,IX,0,,M,2010-Q1,98.95,A,F,
OPD,2822,2010,IX,0,,M,2010-Q1,100.0,A,C,
OPD,2825,2010,IX,0,,M,2010-Q1,97.23,A,N,
OPD,2829,2010,IX,0,,M,2010-Q1,99.74,A,E,
OPD,2830,2010,IX,0,,M,2010-Q1,99.72,A,F,
OPD,2890,2010,IX,0,,M,2010-Q1,100.52,A,F,
OPD,2893,2010,IX,0,,M,2010-Q1,99.98,A,C,
OPD,2894,2010,IX,0,,M,2010-Q1,101.98,A,N,
OPD,2900,2010,IX,0,,M,2010-Q1,99.51,A,E,
OPD,2910,2010,IX,0,,M,2010-Q1,100.67,A,F,
OPD,2920,2010,IX,0,,M,2010-Q1,102.52,A,F,
OPD,2930,2010,IX,0,,M,2010-Q1,96.94,A,C,
OPD,2932,2010,IX,0,,M,2010-Q1,96.91,A,N,
OPD,1000,2010,IX,0,,M,2010-Q1,98.25,A,E,
OPD,1010,2010,IX,0,,M,2010-Q1,98.92,A,F,
OPD,1011,2010,IX,0,,M,2010-Q1,99.38,A,F,
OPD,1012,2010,IX,0,,M,2010-Q1,96.9,A,C,
OPD,1013,2010,IX,0,,M,2010-Q1,99.38,A,N,
OPD,1020,2010,IX,0,,M,2010-Q1,97.77,A,E,
OPD,1030,2010,IX,0,,M,2010-Q1,101.69,A,F,
OPD,1031,2010,IX,0,,M,2010-Q1,102.28,A,F,
OPD,1039,2010,IX,0,,M,2010-Q1,100.06,A,C,
OPD,1040,2010,IX,0,,M,2010-Q1,95.88,A,N,
OPD,1050,2010,IX,0,,M,2010-Q1,97.59,A,E,
OPD,1051,2010,IX,0,,M,2010-Q1,97.34,A,F,
OPD,1052,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,1060,2010,IX,0,,M,2010-Q1,95.85,A,C,
OPD,1061,2010,IX,0,,M,2010-Q1,96.71,A,N,
OPD,1062,2010,IX,0,,M,2010-Q1,94.74,A,E,
OPD,1070,2010,IX,0,,M,2010-Q1,99.6,A,F,
OPD,1071,2010,IX,0,,M,2010-Q1,99.31,A,F,
OPD,1072,2010,IX,0,,M,2010-Q1,99.9,A,C,
OPD,1080,2010,IX,0,,M,2010-Q1,99.89,A,N,
OPD,1082,2010,IX,0,,M,2010-Q1,100.03,A,E,
OPD,1083,2010,IX,0,,M,2010-Q1,98.86,A,F,
OPD,1084,2010,IX,0,,M,2010-Q1,99.96,A,F,
OPD,1085,2010,IX,0,,M,2010-Q1,100.02,A,C,
OPD,1089,2010,IX,0,,M,2010-Q1,100.0,A,N,
OPD,1090,2010,IX,0,,M,2010-Q1,94.55,A,E,
OPD,1091,2010,IX,0,,M,2010-Q1,94.49,A,F,
OPD,1100,2010,IX,0,,M,2010-Q1,99.28,A,F,
OPD,1101,2010,IX,0,,M,2010-Q1,99.48,A,C,
OPD,1105,2010,IX,0,,M,2010-Q1,100.0,A,N,
OPD,1107,2010,IX,0,,M,2010-Q1,99.98,A,E,
OPD,1200,2010,IX,0,,M,2010-Q1,97.82,A,F,
OPD,1300,2010,IX,0,,M,2010-Q1,98.33,A,F,
OPD,1310,2010,IX,0,,M,2010-Q1,89.23,A,C,
OPD,1320,2010,IX,0,,M,2010-Q1,99.71,A,N,
OPD,1330,2010,IX,0,,M,2010-Q1,100.0,A,E,
OPD,1390,2010,IX,0,,M,2010-Q1,99.73,A,F,
OPD,1392,2010,IX,0,,M,2010-Q1,99.34,A,F,
OPD,1393,2010,IX,0,,M,2010-Q1,99.8,A,C,
OPD,1396,2010,IX,0,,M,2010-Q1,100.0,A,N,
OPD,1410,2010,IX,0,,M,2010-Q1,98.7,A,E,
OPD,1412,2010,IX,0,,M,2010-Q1,97.14,A,F,
OPD,1413,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,1414,2010,IX,0,,M,2010-Q1,99.62,A,C,
OPD,1419,2010,IX,0,,M,2010-Q1,89.92,A,N,
OPD,1430,2010,IX,0,,M,2010-Q1,100.0,A,E,
OPD,1439,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,1500,2010,IX,0,,M,2010-Q1,97.94,A,F,
OPD,1510,2010,IX,0,,M,2010-Q1,99.97,A,C,
OPD,1512,2010,IX,0,,M,2010-Q1,99.97,A,N,
OPD,1600,2010,IX,0,,M,2010-Q1,95.09,A,E,
OPD,1610,2010,IX,0,,M,2010-Q1,86.6,A,F,
OPD,1620,2010,IX,0,,M,2010-Q1,97.86,A,F,
OPD,1621,2010,IX,0,,M,2010-Q1,96.83,A,C,
OPD,1623,2010,IX,0,,M,2010-Q1,99.05,A,N,
OPD,1624,2010,IX,0,,M,2010-Q1,95.32,A,E,
OPD,1629,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,1700,2010,IX,0,,M,2010-Q1,97.38,A,F,
OPD,1720,2010,IX,0,,M,2010-Q1,96.31,A,C,
OPD,1721,2010,IX,0,,M,2010-Q1,93.76,A,N,
OPD,1722,2010,IX,0,,M,2010-Q1,98.99,A,E,
OPD,1729,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,2200,2010,IX,0,,M,2010-Q1,96.69,A,F,
OPD,2210,2010,IX,0,,M,2010-Q1,99.48,A,C,
OPD,2219,2010,IX,0,,M,2010-Q1,99.18,A,N,
OPD,2220,2010,IX,0,,M,2010-Q1,96.27,A,E,
OPD,2221,2010,IX,0,,M,2010-Q1,95.47,A,F,
OPD,2222,2010,IX,0,,M,2010-Q1,97.74,A,F,
OPD,2223,2010,IX,0,,M,2010-Q1,99.95,A,C,
OPD,2229,2010,IX,0,,M,2010-Q1,93.9,A,N,
OPD,3100,2010,IX,0,,M,2010-Q1,99.35,A,E,
OPD,3101,2010,IX,0,,M,2010-Q1,99.38,A,F,
OPD,3102,2010,IX,0,,M,2010-Q1,102.03,A,F,
OPD,3103,2010,IX,0,,M,2010-Q1,97.88,A,C,
OPD,3109,2010,IX,0,,M,2010-Q1,98.82,A,N,
OPD,3200,2010,IX,0,,M,2010-Q1,100.17,A,E,
OPD,3250,2010,IX,0,,M,2010-Q1,100.11,A,F,
OPD,3290,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPD,3299,2010,IX,0,,M,2010-Q1,100.0,A,C,
OPD,3310,2010,IX,0,,M,2010-Q1,97.89,A,N,
OPD,3312,2010,IX,0,,M,2010-Q1,100.0,A,E,
OPD,3320,2010,IX,0,,M,2010-Q1,101.05,A,F,
OPN,20,2010,IX,0,,M,2010-Q1,96.22,A,F,
OPN,31,2010,IX,0,,M,2010-Q1,96.8,A,C,
OPN,39,2010,IX,0,,M,2010-Q1,94.68,A,N,
OPN,40,2010,IX,0,,M,2010-Q1,94.73,A,E,
OPN,50,2010,IX,0,,M,2010-Q1,98.9,A,F,
OPN,60,2010,IX,0,,M,2010-Q1,99.0,A,F,
OPN,70,2010,IX,0,,M,2010-Q1,99.3,A,C,
OPN,80,2010,IX,0,,M,2010-Q1,99.29,A,N,
OPN,90,2010,IX,0,,M,2010-Q1,94.67,A,E,
OPN,100,2010,IX,0,,M,2010-Q1,99.89,A,F,
OPN,200,2010,IX,0,,M,2010-Q1,96.22,A,F,
OPN,257,2010,IX,0,,M,2010-Q1,99.04,A,C,
OPN,3500,2010,IX,0,,M,2010-Q1,96.25,A,N,
OPN,1920,2010,IX,0,,M,2010-Q1,94.29,A,E,
OPN,3510,2010,IX,0,,M,2010-Q1,97.01,A,F,
OPN,3520,2010,IX,0,,M,2010-Q1,94.29,A,F,
OPN,3600,2010,IX,0,,M,2010-Q1,99.89,A,C,
OPN,2400,2010,IX,0,,M,2010-Q1,89.52,A,N,
OPN,2410,2010,IX,0,,M,2010-Q1,86.93,A,E,
OPN,2430,2010,IX,0,,M,2010-Q1,91.88,A,F,
OPN,2434,2010,IX,0,,M,2010-Q1,88.27,A,F,
OPN,2440,2010,IX,0,,M,2010-Q1,94.24,A,C,
OPN,2444,2010,IX,0,,M,2010-Q1,87.69,A,N,
OPN,2450,2010,IX,0,,M,2010-Q1,99.46,A,E,
OPN,2451,2010,IX,0,,M,2010-Q1,98.57,A,F,
OPN,2453,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPN,810,2010,IX,0,,M,2010-Q1,99.85,A,C,
OPN,811,2010,IX,0,,M,2010-Q1,99.94,A,N,
OPN,812,2010,IX,0,,M,2010-Q1,99.68,A,E,
OPN,2300,2010,IX,0,,M,2010-Q1,99.03,A,F,
OPN,2310,2010,IX,0,,M,2010-Q1,98.68,A,F,
OPN,2311,2010,IX,0,,M,2010-Q1,96.02,A,C,
OPN,2312,2010,IX,0,,M,2010-Q1,101.23,A,N,
OPN,2314,2010,IX,0,,M,2010-Q1,100.0,A,E,
OPN,2330,2010,IX,0,,M,2010-Q1,100.0,A,F,
OPN,2332,2010,IX,0,,M,2010-Q1,100.0,A,F,
